POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3089,77,204,504,608,720,526,82,3,0,2717,128,140,74,60,84,108,69,13,0,676,22,16,17,23,21,28,8,4,0,149,0,12,4,12,7,6,0,0,0,48,230,376,607,706,835,667,159,20,0,3594,6,17,15,11,17,10,4,0,0,81,33,10,3,0,0,5,0,0,0,59,42,30,24,14,20,15,3,0,0,145,266,405,626,715,855,688,165,20,0,3738,225,37,50,45,41,131,338,196,52,1108,7,12,12,20,16,10,20,3,4,103,495,450,686,781,918,828,522,221,50,4947,14,98,311,280,392,278,31,0,0,1401,196,194,203,372,400,318,69,12,0,1764,35,27,77,50,31,38,5,0,0,270,4,0,4,3,15,0,0,0,0,32,246,319,599,701,840,636,109,14,0,3467,5,12,7,0,5,9,0,0,0,34,30,13,3,9,15,4,3,0,0,78,38,25,9,11,15,14,3,0,0,112
POA3090,14,54,59,102,189,123,16,0,0,569,26,26,16,15,21,26,12,0,0,140,4,6,3,0,4,7,0,7,0,32,0,0,0,0,0,3,0,0,0,5,49,87,81,114,214,160,28,9,0,742,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,5,3,4,0,0,3,0,0,0,21,55,90,81,114,215,158,28,10,0,758,55,8,5,12,18,25,68,41,29,267,0,0,5,3,8,4,3,9,0,25,120,98,92,125,233,191,101,61,35,1057,3,31,41,48,88,52,7,0,0,263,48,48,24,51,89,67,17,0,0,349,6,9,3,9,8,6,0,0,0,44,0,0,0,0,0,0,0,0,0,3,56,87,68,107,186,129,28,5,0,665,0,0,0,5,5,0,0,0,0,4,0,3,0,0,4,0,0,0,0,8,0,0,0,5,4,3,0,0,0,18
POA3091,5,37,47,45,98,91,15,0,0,341,7,12,7,5,13,32,14,9,0,93,7,3,0,0,0,6,0,0,0,20,0,0,0,0,0,3,0,0,0,13,23,51,62,52,112,126,31,10,0,464,0,3,0,0,0,3,0,0,0,10,7,0,0,0,0,0,0,0,0,12,7,3,0,0,0,5,0,0,0,20,31,52,63,54,114,130,27,10,0,488,32,13,3,9,9,16,53,45,3,181,0,5,9,4,0,8,10,5,0,34,66,72,72,61,126,153,91,54,5,703,0,22,14,30,56,27,7,0,0,154,31,27,19,33,58,48,7,7,0,230,6,9,0,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,35,53,38,60,121,81,18,7,0,416,0,0,0,0,6,0,0,0,0,6,4,4,0,0,0,0,0,0,0,3,4,4,0,0,4,0,0,0,0,8
POA3093,14,38,127,169,212,118,31,8,0,704,35,33,13,21,33,37,40,10,3,220,12,4,12,4,3,8,5,0,0,49,0,0,7,0,0,3,0,0,0,13,55,78,157,194,245,170,74,13,3,992,0,0,9,4,12,0,0,0,0,21,10,0,0,0,0,5,3,0,0,25,10,3,9,4,10,8,3,0,0,43,68,78,162,200,255,179,80,13,3,1040,58,10,25,15,20,42,150,126,37,476,3,0,3,9,12,10,7,6,0,55,128,95,188,220,292,233,231,145,42,1572,4,28,89,97,121,69,18,0,0,423,37,56,41,98,100,93,36,3,0,459,9,8,19,15,8,12,0,0,0,65,0,0,4,5,0,0,0,0,0,9,43,88,152,215,229,176,54,3,0,958,0,0,0,0,8,3,0,0,0,14,8,4,0,0,6,5,0,0,0,18,8,3,5,0,9,4,0,0,0,32
POA3094,29,62,312,491,470,273,68,5,0,1713,60,64,54,79,74,79,58,17,0,485,5,11,6,18,12,18,7,0,0,84,0,0,4,10,3,0,0,0,0,24,100,140,378,589,560,374,140,23,0,2302,3,0,3,8,19,12,0,0,0,50,16,6,8,5,3,3,0,0,0,44,18,4,12,15,19,12,6,0,0,87,119,148,393,603,580,387,136,23,0,2390,122,32,38,31,40,99,336,217,68,982,6,0,9,16,22,13,16,9,5,102,244,182,444,651,640,506,490,248,75,3473,8,51,236,256,279,182,34,0,0,1040,102,115,117,308,253,212,83,11,0,1206,15,19,39,47,17,24,12,0,0,171,3,4,5,4,4,0,0,0,0,16,125,184,400,622,556,414,125,8,0,2434,0,3,7,9,5,3,0,0,0,24,19,3,3,10,10,3,0,0,0,58,19,7,9,22,16,9,0,0,0,78
POA3095,86,312,781,1281,1617,1193,240,19,0,5534,291,296,151,163,211,293,243,46,3,1700,45,53,26,32,48,81,39,4,0,333,4,18,7,11,14,12,8,0,0,74,431,677,975,1486,1891,1576,534,73,3,7641,11,29,30,18,25,50,4,0,0,160,69,22,8,6,3,10,3,0,0,132,79,48,38,30,25,58,17,0,0,290,504,729,1013,1514,1915,1631,545,73,3,7929,513,108,102,96,127,336,990,543,129,2956,20,18,26,48,54,36,46,34,22,298,1035,850,1143,1661,2093,2008,1585,654,157,11183,20,173,532,637,1010,564,102,5,0,3052,374,371,294,733,881,780,268,36,0,3738,58,43,105,99,54,95,29,6,0,492,0,6,3,13,10,8,6,0,0,54,452,594,935,1491,1965,1452,405,45,0,7332,5,18,15,12,18,13,0,0,0,85,88,14,7,20,32,22,3,0,0,197,91,39,27,32,50,40,3,0,0,279
POA3096,0,52,86,69,95,92,16,0,0,411,13,15,12,13,15,27,6,4,0,103,5,0,0,4,3,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,20,69,97,87,115,125,20,4,0,536,0,0,0,0,0,0,0,0,0,9,8,6,0,0,0,0,0,0,0,16,14,5,0,3,0,0,0,0,0,23,35,73,100,87,112,125,20,9,0,559,26,9,6,7,9,24,63,56,15,210,0,0,8,0,7,5,0,0,0,11,61,80,112,93,124,149,81,56,17,786,6,21,45,27,62,38,10,0,0,198,30,37,29,44,57,58,14,3,0,263,4,0,5,0,5,11,0,0,0,33,0,0,0,0,0,0,0,0,0,9,40,58,89,75,124,102,13,3,0,503,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,4,0,4,0,0,0,0,13
POA3097,9,24,40,49,88,63,22,0,0,297,21,17,4,5,21,24,8,6,0,107,5,0,5,4,8,7,5,0,0,24,0,0,0,0,0,5,0,0,0,12,33,41,48,61,119,87,39,7,0,431,0,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,0,0,0,13,34,41,51,62,120,87,39,7,0,447,28,6,11,0,5,24,58,28,6,169,5,3,3,7,11,3,3,0,0,33,69,51,63,69,132,120,102,40,6,647,0,12,17,27,34,36,5,0,0,131,22,19,16,36,53,38,15,0,0,199,3,3,5,3,7,4,0,0,0,21,0,0,0,0,4,0,0,0,0,8,30,28,42,65,90,78,21,0,0,363,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,13,4,4,4,4,0,0,0,0,0,16
POA3099,26,78,159,189,244,210,46,5,0,967,39,37,37,36,33,66,46,10,0,303,9,5,3,7,10,16,5,0,0,65,0,0,3,0,4,6,3,0,0,19,75,126,208,241,292,293,103,14,0,1351,6,7,0,0,4,4,0,0,0,24,4,3,0,0,0,3,0,0,0,18,8,10,0,3,9,6,0,0,0,46,83,135,211,242,296,301,105,14,0,1393,76,25,18,17,28,70,183,104,15,535,0,0,5,14,8,13,11,9,3,61,163,163,228,271,332,389,301,131,21,1988,4,35,67,82,165,105,18,0,0,478,60,75,77,141,163,150,52,3,0,716,8,6,24,13,5,22,7,0,0,93,5,0,0,0,4,0,3,0,0,21,75,113,180,234,344,272,81,8,0,1302,0,5,0,5,4,4,0,0,0,14,19,3,0,0,8,3,0,0,0,43,21,6,7,4,6,7,0,0,0,59
POA3101,13,249,994,944,1116,836,254,30,0,4441,193,381,293,177,155,215,224,74,6,1728,44,46,36,34,18,26,19,3,0,219,9,10,20,11,16,10,3,0,0,80,258,688,1348,1169,1311,1090,494,108,8,6472,0,26,43,28,26,31,7,0,0,154,38,37,27,9,9,12,10,0,0,128,38,56,67,35,28,42,13,3,0,287,290,743,1413,1201,1346,1140,511,112,8,6761,550,155,125,98,180,319,619,530,245,2813,16,25,59,39,58,67,41,28,29,354,860,925,1597,1334,1582,1515,1166,668,283,9930,3,169,870,621,790,469,111,8,0,3034,242,407,363,448,529,471,248,45,3,2749,35,50,77,83,42,37,31,4,0,363,7,7,26,9,10,9,0,4,0,79,285,632,1338,1165,1372,992,382,57,6,6229,4,12,18,20,20,13,0,0,0,92,43,26,18,14,20,16,5,0,0,143,52,38,33,34,36,28,3,0,0,234
POA3102,6,62,203,278,337,249,53,5,0,1195,80,97,59,48,44,49,46,17,0,444,17,15,10,7,10,7,7,0,0,73,0,4,5,4,3,5,0,0,0,15,97,180,278,337,387,313,104,22,3,1730,0,8,12,6,13,4,0,0,0,53,10,7,4,0,5,8,3,0,0,38,10,16,14,6,21,9,3,6,0,90,112,194,293,347,405,325,111,20,3,1810,145,35,26,26,28,99,156,146,70,727,5,3,13,14,4,15,11,10,5,72,266,234,330,387,440,437,269,174,77,2612,0,38,181,163,247,172,28,3,0,835,74,109,73,160,171,146,51,9,0,788,11,13,18,20,10,9,6,0,0,94,0,0,0,0,0,0,0,0,0,11,91,164,267,353,432,330,76,9,0,1725,0,0,6,6,10,0,0,0,0,24,19,8,3,6,9,0,0,0,0,33,19,8,11,5,16,5,0,0,0,60
POA3103,6,121,456,593,651,501,119,11,0,2464,121,202,143,110,119,163,111,36,3,1010,17,28,16,17,21,19,7,0,3,131,0,3,8,12,10,12,6,3,0,43,147,355,624,728,794,690,248,58,6,3654,0,8,22,19,10,18,5,0,0,88,39,31,17,9,9,4,5,0,0,111,38,38,33,27,15,26,9,4,0,198,185,398,662,753,809,714,263,58,11,3846,370,110,76,70,134,183,469,390,206,2005,14,16,22,27,34,14,21,15,16,179,569,529,758,852,979,911,749,466,228,6029,0,96,395,399,427,251,50,3,0,1622,143,248,175,305,345,308,133,19,0,1674,10,25,31,34,30,27,15,4,0,172,3,9,3,13,4,4,0,3,0,35,153,376,601,744,799,596,200,25,3,3498,0,9,13,17,13,4,0,0,0,57,34,23,15,21,11,12,3,0,0,114,34,31,28,33,29,17,3,0,0,169
POA3104,14,191,590,675,1107,807,176,23,3,3577,224,302,142,127,194,204,158,43,7,1397,43,29,23,20,26,29,19,6,0,185,7,12,12,14,21,10,0,0,0,72,282,537,763,830,1348,1048,351,73,11,5239,4,19,30,20,32,35,12,0,0,157,61,41,5,11,5,9,7,0,0,142,67,65,42,30,38,43,14,0,0,300,350,601,806,863,1387,1092,360,76,11,5535,663,161,109,73,159,303,536,478,207,2682,19,16,35,24,51,35,23,14,9,225,1034,778,943,962,1599,1426,919,565,224,8448,0,148,425,494,647,451,53,6,0,2225,244,302,215,429,588,425,137,22,0,2363,35,33,39,36,31,34,12,0,0,235,5,7,11,21,9,3,5,3,0,69,292,492,691,975,1280,915,208,30,0,4889,3,9,13,19,27,11,0,0,0,81,58,25,18,23,23,15,4,0,0,166,58,35,23,44,48,27,0,0,0,244
POA3105,7,112,410,450,499,377,71,17,0,1944,70,135,87,93,101,92,64,23,0,665,10,13,15,11,9,23,14,0,0,103,3,5,13,7,9,0,0,0,0,42,97,266,529,564,618,491,147,43,0,2756,3,5,16,16,27,21,6,0,0,100,24,15,6,0,8,8,0,0,0,66,32,21,22,22,34,31,8,0,0,164,127,291,552,580,654,526,160,43,0,2923,189,59,58,43,76,157,313,425,216,1549,4,9,15,16,14,19,14,21,18,126,323,356,624,646,748,705,487,481,235,4595,6,86,296,282,300,174,26,3,0,1178,109,125,145,209,272,223,72,8,0,1158,13,17,40,35,17,25,9,0,0,158,0,0,5,3,3,10,0,3,0,32,124,234,488,528,587,432,110,23,0,2525,0,5,10,5,15,14,0,0,0,49,23,10,9,8,7,14,0,0,0,73,23,17,22,13,18,24,4,0,0,116
POA3106,12,165,480,636,683,619,154,34,0,2783,127,163,134,131,112,180,158,38,6,1042,16,30,16,18,22,31,10,4,0,146,0,7,15,12,3,14,4,0,0,53,163,357,643,793,821,842,331,81,5,4036,9,13,23,28,22,20,3,0,0,122,30,17,3,4,9,11,6,0,0,85,38,37,33,29,31,31,7,0,0,205,200,393,672,828,852,874,336,81,5,4239,312,106,88,88,121,243,604,596,218,2375,19,9,35,38,19,29,32,32,30,247,532,504,798,955,993,1139,975,712,262,6862,7,95,371,381,396,309,78,4,0,1634,173,187,188,345,381,376,160,33,0,1827,26,28,38,39,23,44,11,0,4,215,0,5,5,13,3,11,7,0,0,47,209,317,599,782,802,739,254,38,4,3736,5,4,13,7,8,9,0,0,0,49,37,15,7,24,15,22,3,0,0,129,39,22,23,35,25,34,6,0,0,182
POA3107,23,119,420,611,663,389,86,14,0,2324,98,123,121,92,119,141,86,28,0,814,13,22,17,22,28,25,14,0,0,141,0,0,17,3,14,6,0,0,0,49,136,262,569,735,822,566,192,45,0,3326,0,13,27,18,23,21,0,0,0,111,39,20,6,3,5,11,0,0,0,90,40,36,36,28,28,32,0,0,0,203,177,296,605,758,847,600,193,45,0,3527,258,72,62,75,114,163,380,558,236,1927,10,6,25,16,29,20,11,31,24,168,448,377,691,849,987,779,586,631,260,5621,6,70,312,360,408,201,50,6,0,1402,129,131,145,337,372,280,100,11,0,1515,22,23,39,42,18,28,8,3,0,182,0,4,4,4,10,3,3,0,0,29,153,220,500,750,810,518,160,22,0,3130,0,7,17,4,11,3,0,0,0,49,35,18,19,9,16,4,0,0,0,97,36,22,33,17,30,10,0,0,0,150
POA3108,23,230,1047,1090,805,599,150,13,0,3969,133,266,372,234,198,233,128,43,3,1614,17,35,43,32,32,36,17,5,0,216,0,12,45,27,22,16,5,0,0,127,173,546,1503,1385,1064,887,300,62,6,5928,4,25,63,46,31,27,8,0,0,209,48,43,31,18,3,21,5,5,0,172,53,66,97,66,38,47,12,9,0,379,220,609,1601,1447,1101,932,311,72,6,6306,381,197,218,171,205,370,753,804,408,3509,22,35,79,70,57,44,26,44,23,400,630,842,1900,1691,1362,1352,1087,916,438,10218,7,180,927,639,564,347,39,3,0,2712,162,334,474,503,475,396,147,25,0,2522,26,45,71,75,51,27,21,0,0,323,0,10,19,20,12,9,4,0,0,81,197,567,1487,1238,1104,793,212,33,0,5636,3,15,41,24,24,16,0,0,0,130,58,29,38,44,32,28,7,0,0,237,64,48,85,71,59,40,7,0,0,371
POA3109,28,247,1021,1527,1153,828,204,19,0,5033,205,323,268,270,279,290,175,37,3,1854,24,32,50,44,43,59,20,4,0,288,0,5,31,22,18,15,0,3,0,96,261,608,1367,1873,1498,1192,405,64,3,7271,6,26,57,54,68,32,9,0,0,249,59,48,22,13,23,14,14,0,0,195,62,79,74,71,91,55,20,0,0,446,325,689,1440,1934,1585,1250,425,69,3,7713,514,204,171,152,205,384,954,949,390,3930,24,26,53,61,63,27,35,48,21,356,863,918,1661,2147,1856,1663,1413,1067,418,12006,8,200,745,888,729,469,83,3,0,3134,241,346,448,738,675,620,169,23,0,3268,32,46,67,76,31,55,17,9,0,334,3,11,19,21,16,18,0,0,7,96,291,607,1278,1721,1455,1167,278,34,6,6830,0,20,36,42,38,12,0,0,0,154,59,29,29,57,36,34,6,0,0,261,57,52,71,107,73,47,15,0,0,414
POA3111,25,123,335,479,615,432,119,14,0,2143,112,130,88,98,105,116,83,30,0,761,11,15,10,13,21,22,13,3,0,108,0,0,3,21,4,3,0,0,0,44,147,282,432,611,739,571,215,49,0,3051,5,12,13,25,18,20,0,0,0,103,24,14,5,5,4,15,9,3,0,73,27,26,18,28,24,34,9,3,0,172,178,310,451,642,767,604,221,46,0,3221,229,61,40,50,77,182,390,378,202,1610,5,9,17,23,27,15,21,22,23,155,412,376,512,708,869,802,633,448,228,4986,5,74,244,300,380,223,44,3,0,1274,161,184,133,283,312,261,80,11,0,1439,20,20,24,30,23,18,11,3,0,151,0,6,11,4,6,3,0,0,0,35,190,280,418,623,726,513,142,15,0,2905,3,6,11,11,5,8,0,0,0,45,29,9,3,17,16,14,0,0,0,95,33,13,16,27,24,27,0,0,0,138
POA3113,34,94,169,323,553,369,86,7,0,1633,91,89,54,51,84,105,76,14,0,574,24,12,12,10,13,12,6,0,0,94,0,0,4,0,9,0,0,0,0,14,147,201,230,384,665,496,169,27,0,2317,0,5,9,8,15,3,4,0,0,45,30,8,0,0,0,5,0,0,0,47,32,9,9,4,18,11,0,0,0,91,182,207,243,388,682,506,173,27,0,2410,205,47,26,20,47,101,258,180,42,934,7,7,6,12,26,13,19,10,3,105,390,257,280,422,757,624,456,214,43,3444,10,66,127,147,315,179,24,0,0,870,153,146,78,209,300,220,78,5,4,1199,28,12,26,30,26,27,8,0,0,158,0,3,6,4,4,0,0,0,0,19,193,228,237,394,640,429,114,12,4,2247,0,0,8,7,7,4,0,0,0,26,23,6,0,4,8,3,3,0,0,51,21,8,10,14,10,4,3,0,0,77
POA3114,12,55,67,116,257,192,29,3,0,732,68,62,14,20,34,48,26,10,0,286,18,3,0,3,0,7,6,0,0,39,0,3,3,0,3,0,0,0,0,14,101,118,89,138,301,245,64,12,0,1064,0,0,5,5,5,6,0,0,0,24,16,3,0,0,0,0,3,0,0,31,19,7,8,5,5,7,4,0,0,56,117,134,94,143,305,252,67,12,0,1121,94,19,19,15,18,56,109,90,33,443,0,6,0,4,11,3,3,3,3,35,214,156,110,157,331,309,178,109,35,1606,0,37,59,50,145,58,12,0,0,358,69,71,17,77,154,97,37,0,0,517,13,16,6,12,6,13,0,0,0,67,0,0,0,0,6,0,0,0,0,8,90,116,83,134,310,165,49,0,0,949,0,0,0,3,5,0,0,0,0,14,13,3,0,0,3,3,0,0,0,22,13,3,3,0,8,3,0,0,0,36
POA3115,14,89,106,140,230,205,41,6,0,827,52,45,23,10,29,54,39,16,0,267,9,5,4,3,11,3,4,0,0,39,0,0,6,0,3,0,0,0,0,10,73,138,127,154,268,264,89,20,4,1144,0,7,4,0,4,4,0,0,0,19,9,0,0,0,0,0,4,0,0,17,9,6,6,0,4,4,4,0,0,35,84,144,133,154,277,271,93,20,4,1180,72,22,14,4,15,61,125,68,19,395,0,3,3,4,11,14,9,5,0,38,159,166,152,164,303,340,223,95,22,1615,8,27,52,53,131,77,11,0,0,358,65,65,37,106,123,128,49,8,0,579,8,15,8,11,9,12,5,0,0,71,0,0,3,0,0,0,0,0,0,4,85,111,106,171,267,221,61,8,0,1023,0,0,0,0,5,0,0,0,0,8,13,0,0,0,5,4,0,0,0,25,18,5,4,3,3,5,0,0,0,32
POA3116,63,174,558,604,520,377,89,7,0,2386,108,91,83,79,75,100,65,14,0,617,15,11,20,20,23,21,10,3,0,115,4,0,9,18,8,4,6,0,0,43,189,275,665,718,624,494,170,24,0,3161,4,13,25,5,8,8,0,0,0,63,23,9,4,4,0,3,0,0,0,40,29,22,26,9,8,12,0,0,0,109,217,299,697,730,631,513,169,24,0,3271,153,38,46,52,62,110,342,288,66,1162,7,8,26,27,33,16,14,17,3,155,379,349,769,808,723,637,524,336,68,4586,13,93,286,269,296,201,28,0,0,1192,157,172,251,334,292,229,83,8,0,1524,14,22,81,45,22,30,13,0,0,225,0,4,11,13,13,0,0,0,0,39,183,292,621,651,617,464,128,11,0,2972,0,11,6,6,5,0,0,0,0,32,16,6,3,12,6,10,0,0,0,51,19,11,13,18,8,14,0,0,0,83
POA3121,11,471,3653,1966,1175,677,164,11,0,8130,89,358,584,282,209,234,130,31,0,1915,11,56,104,59,40,29,16,0,0,315,9,12,45,21,16,8,0,3,0,104,117,892,4390,2317,1440,949,312,45,3,10462,0,28,79,56,58,38,8,0,0,263,26,26,24,12,16,22,11,4,0,129,28,54,110,66,70,50,9,4,0,398,147,945,4494,2387,1507,1004,322,50,3,10858,217,127,207,182,193,371,535,382,142,2354,19,53,238,124,100,105,57,29,23,747,385,1126,4939,2687,1802,1480,917,458,160,13960,8,499,3428,1394,844,458,86,6,0,6727,181,483,854,524,435,356,135,19,0,2989,18,73,194,137,39,35,25,4,0,522,5,7,44,22,6,5,0,0,0,88,212,1062,4527,2075,1324,844,243,34,0,10320,0,16,48,28,41,21,3,0,0,154,37,22,25,17,32,26,7,0,0,173,34,41,75,42,70,43,10,0,0,322
POA3122,10,260,1520,1062,882,582,168,23,3,4502,162,417,417,167,122,128,162,48,0,1620,39,68,60,34,23,23,9,4,0,251,3,11,40,15,16,9,4,0,0,87,207,749,2032,1277,1036,740,339,70,4,6459,8,29,55,39,30,16,0,0,0,176,45,63,31,9,9,8,4,0,0,177,46,89,88,54,40,27,7,0,0,353,258,837,2117,1330,1074,763,347,76,4,6813,431,194,186,117,121,185,386,363,143,2136,28,43,122,64,51,40,33,31,11,418,716,1077,2422,1510,1244,990,770,474,160,9357,9,257,1497,869,628,378,73,3,0,3720,202,487,547,396,390,301,162,32,6,2524,45,82,109,79,40,32,14,3,0,407,0,16,21,12,11,4,0,0,0,64,255,838,2177,1360,1071,719,259,37,8,6721,4,16,42,28,19,11,0,0,0,126,37,43,32,9,19,13,6,0,0,166,45,62,75,43,37,24,3,0,0,293
POA3123,8,183,941,769,638,380,116,13,0,3047,83,205,238,101,87,113,90,27,0,946,14,21,30,24,10,19,14,5,0,131,0,4,13,8,3,3,0,0,0,38,106,405,1222,903,741,509,219,51,0,4162,0,10,31,21,24,17,3,0,0,97,19,26,15,0,0,3,4,0,0,72,22,29,44,24,23,16,5,0,0,168,125,443,1264,928,764,525,232,51,0,4328,243,93,95,62,67,159,280,258,99,1356,13,16,50,33,32,25,11,20,7,201,380,545,1408,1021,868,706,522,327,111,5887,5,180,924,546,484,220,60,0,0,2420,118,281,315,287,279,242,97,18,3,1636,23,32,61,52,18,25,13,0,0,217,0,6,8,9,3,0,0,0,0,30,139,496,1310,896,787,486,169,20,3,4300,0,5,26,21,17,8,3,0,0,81,30,18,16,9,10,11,3,0,0,95,32,21,39,34,29,21,5,0,0,180
