POA_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
POA3180,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,3,0,3,0,3,0,0,0,3,10,0,15,0,0,4,7,0,0,0,7,9,0,12,3,8,4,10,0,0,0,11,11,0,25,6,12,3,16,0,0,0,20,17,0,35,16,17,4,32,0,0,0,32,17,0,41,19,15,0,31,0,0,0,31,11,0,43,16,4,4,22,0,0,0,22,10,0,26,12,3,0,14,0,0,0,15,7,0,20,14,7,0,24,0,0,0,24,14,0,31,9,0,0,15,0,0,0,15,0,0,19,4,0,0,4,0,0,0,4,0,0,11,0,0,0,5,0,0,0,3,0,0,5,6,0,0,10,0,0,0,10,0,0,10,11,4,8,21,0,0,0,21,7,0,27,0,0
POA3181,0,0,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,5,10,0,11,5,9,0,10,0,0,0,10,15,0,21,3,6,0,7,0,0,0,7,16,0,20,5,4,0,12,0,0,0,9,19,0,30,9,11,0,26,0,4,7,27,20,0,49,5,9,0,14,0,0,0,14,20,0,31,9,11,0,15,0,0,0,19,10,0,34,5,10,0,19,0,0,0,19,17,0,33,31,15,0,47,0,0,3,46,11,0,58,8,3,0,6,0,0,0,6,4,0,16,14,3,0,21,0,0,0,21,0,0,21,0,0,0,8,0,0,0,8,0,0,10,35,9,0,42,0,0,0,42,0,0,44,8,0,0,16,0,0,4,16,18,0,30,0,0
POA3182,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,9,0,10,0,4,0,6,5,0,4,10,17,0,24,0,6,0,6,0,5,4,11,13,0,28,0,12,0,16,3,0,3,20,13,0,32,8,16,3,26,0,0,0,29,20,0,44,12,8,3,28,0,0,0,31,25,0,48,13,15,3,34,0,0,0,36,15,0,49,23,15,0,33,0,0,0,39,11,0,50,21,6,0,23,0,0,0,26,9,0,28,34,7,0,47,0,0,0,47,9,0,56,8,5,0,15,0,0,0,15,4,0,14,13,3,0,12,0,0,0,12,5,0,16,5,0,0,5,0,0,0,5,4,0,10,40,11,3,47,0,0,0,47,4,0,53,17,10,0,24,0,0,0,24,11,0,36,0,0
POA3183,0,0,0,3,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,4,0,4,0,8,0,8,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,5,0,8,0,3,0,3,0,0,0,4,16,0,24,0,8,5,10,0,0,4,10,17,0,27,3,18,0,16,0,0,0,15,10,0,32,6,9,0,21,0,0,0,21,8,0,27,12,8,0,18,0,0,4,21,17,0,36,14,21,0,37,0,0,0,37,16,0,52,10,13,0,21,0,0,0,17,10,0,22,12,4,0,19,0,0,0,19,4,0,20,39,10,0,51,0,0,0,48,5,0,55,10,4,0,13,0,0,0,13,0,0,15,22,0,0,21,0,0,0,21,4,0,22,0,0,0,0,0,0,0,0,0,0,4,26,5,0,35,0,0,0,35,5,0,39,7,16,0,21,0,0,0,21,7,0,35,0,0
POA3184,0,0,0,3,0,0,0,5,7,0,9,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,3,0,9,0,0,0,7,0,0,0,8,13,0,17,0,3,0,3,0,0,0,6,10,0,19,0,8,3,14,0,0,3,13,13,0,33,5,12,4,20,3,0,5,20,13,0,34,9,14,7,30,0,0,0,29,8,0,40,16,19,4,32,0,0,0,32,6,0,43,21,10,3,34,0,0,0,34,0,0,38,18,9,0,30,0,0,0,30,8,0,38,31,14,3,53,0,0,0,53,8,0,56,17,5,0,16,0,0,0,16,8,0,26,13,5,0,27,0,0,0,27,3,0,24,7,0,0,7,0,0,0,7,0,0,8,38,3,0,41,0,0,0,42,5,0,45,18,12,0,30,6,0,6,30,9,0,38,0,0
POA3185,0,0,0,4,0,0,0,4,18,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,10,0,4,0,3,0,0,0,3,5,0,13,0,6,0,7,0,0,0,9,8,0,18,3,3,0,7,0,0,0,12,11,0,22,7,6,0,15,0,0,0,15,10,0,25,6,15,0,21,0,0,0,23,17,0,44,3,10,0,20,0,0,0,20,9,0,32,15,4,0,23,0,0,0,23,13,0,39,16,7,0,23,0,0,0,23,5,0,22,25,14,0,38,0,0,0,38,6,0,46,3,3,0,11,0,0,0,11,8,0,18,16,0,0,22,0,0,0,18,3,0,28,5,0,0,5,0,0,0,5,0,0,5,38,10,3,46,0,0,0,46,7,0,51,21,7,4,27,0,0,0,27,10,0,39,0,0
POA3186,0,0,0,0,0,0,0,0,33,0,39,0,0,0,0,0,0,0,0,5,0,5,0,5,0,3,0,0,0,3,3,0,8,4,4,0,3,0,0,0,3,4,0,9,0,10,0,9,0,0,0,9,10,0,20,5,14,0,16,0,3,6,22,6,0,29,3,9,3,16,0,0,0,17,15,0,30,4,12,0,21,3,0,3,19,14,0,37,7,16,4,28,0,0,0,29,24,0,55,19,15,0,39,0,0,0,37,10,0,47,23,18,0,43,0,0,0,45,12,0,52,15,15,0,29,0,0,0,29,9,0,39,43,29,0,73,0,0,0,72,21,0,96,13,11,0,21,0,0,0,23,15,0,36,27,15,0,42,0,0,0,42,6,0,52,0,0,0,3,0,0,0,3,4,0,13,91,22,3,116,0,0,3,116,24,0,144,28,11,3,47,3,0,3,45,12,3,64,0,0
POA3187,6,0,0,5,0,0,0,5,20,0,25,0,0,0,0,0,0,0,4,7,0,6,0,0,0,0,0,0,0,3,7,0,8,0,0,0,4,0,0,0,4,5,0,7,0,10,0,6,0,0,0,6,4,0,14,0,0,0,4,0,0,0,4,8,0,15,5,13,0,13,0,0,0,13,8,0,25,0,15,0,17,0,0,0,17,19,0,40,9,7,0,14,0,0,0,23,20,0,39,11,19,0,32,0,0,0,32,24,0,51,18,15,0,39,0,0,0,39,12,0,47,18,6,4,34,0,0,0,34,7,0,47,50,10,0,59,0,0,5,61,19,0,77,11,7,0,18,0,0,0,18,12,0,30,21,9,0,29,0,0,0,29,5,0,38,5,0,0,10,0,0,0,10,0,0,12,46,11,0,54,0,5,5,56,6,0,62,28,7,4,39,0,0,0,39,8,3,48,0,0
POA3188,0,0,0,3,0,0,0,4,14,0,17,0,0,0,5,0,0,0,5,6,0,4,0,4,0,4,0,0,0,4,11,0,19,0,6,0,6,0,0,0,7,5,0,16,0,6,0,6,0,0,0,7,19,0,30,0,9,0,12,0,0,3,16,16,0,35,5,13,0,20,0,0,0,21,15,0,36,4,20,0,24,0,0,0,27,25,0,51,4,15,0,22,0,0,0,22,30,0,51,17,10,0,30,0,0,0,30,25,0,56,12,16,0,27,0,0,0,27,17,0,44,6,10,0,21,0,0,0,21,3,0,26,44,14,0,58,0,4,3,65,12,0,75,13,5,0,17,0,0,0,17,9,0,31,20,6,0,22,0,0,0,22,4,0,30,9,5,0,14,0,0,0,14,3,0,18,53,7,0,65,0,0,0,65,4,0,71,33,12,0,47,3,0,3,46,10,4,58,0,0
POA3189,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,8,0,0,0,10,10,0,22,0,6,0,3,0,0,0,3,9,0,11,0,9,4,11,0,0,0,11,19,0,29,11,9,0,19,0,0,0,19,15,0,34,7,13,0,21,0,0,0,21,7,0,32,11,11,0,21,0,0,0,21,9,0,26,12,8,0,16,0,0,0,16,0,0,17,30,8,0,37,0,0,0,37,9,0,45,12,0,0,8,0,0,0,8,7,0,13,6,0,0,6,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,4,0,6,8,3,0,8,0,0,0,7,4,0,14,0,0
POA3190,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,0,3,0,3,4,0,4,4,3,0,10,0,3,0,0,5,0,5,5,11,0,16,6,8,0,9,0,0,0,10,13,0,24,0,12,0,13,0,0,4,19,13,0,25,8,14,3,28,5,0,5,24,24,0,48,8,17,3,27,0,0,0,27,21,0,51,10,23,0,33,0,0,0,33,10,0,46,20,5,0,23,0,0,0,23,11,0,35,21,6,0,30,0,0,0,30,5,0,41,42,4,9,52,0,0,0,56,10,0,68,13,5,0,14,0,0,0,14,4,0,25,17,8,0,20,0,0,0,20,3,0,25,4,0,0,3,0,0,0,3,3,0,10,24,5,0,30,0,0,0,25,0,0,27,17,10,5,27,0,0,0,28,7,0,40,0,0
POA3191,0,0,0,0,3,0,0,5,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,0,0,0,0,0,0,5,3,0,9,0,0,0,3,0,0,3,3,16,0,22,0,5,0,5,0,0,4,8,10,0,14,5,4,0,10,0,0,0,4,12,0,20,0,5,0,9,0,0,0,9,14,0,19,10,7,0,18,4,0,4,16,8,0,25,6,5,0,8,0,0,0,8,7,0,15,5,6,0,14,0,0,0,10,3,0,16,12,3,3,15,0,0,0,15,5,0,16,16,6,0,30,0,0,0,29,9,0,35,16,3,0,18,0,0,0,18,3,0,21,14,8,0,21,0,0,0,21,0,0,24,0,0,0,5,0,0,0,5,0,0,9,25,9,6,38,0,0,0,38,5,0,45,17,3,0,23,0,0,0,23,9,0,33,0,0
POA3192,0,0,0,0,0,0,0,5,16,0,21,0,5,0,5,0,0,0,5,9,0,9,0,4,4,9,0,0,0,9,9,0,12,0,5,0,9,0,0,0,10,12,0,19,0,8,0,4,0,0,0,4,22,0,25,0,14,0,19,0,3,6,25,16,0,46,4,25,4,27,0,0,0,30,32,0,62,11,25,3,36,0,0,0,36,40,0,79,35,37,6,74,0,0,4,78,48,0,122,34,30,0,59,0,0,0,65,41,0,101,31,35,3,64,0,0,3,66,20,0,86,39,20,0,64,0,0,0,61,18,0,80,75,25,4,103,0,0,0,103,30,0,135,27,10,0,39,0,0,0,39,14,0,46,29,4,0,37,0,0,0,37,6,0,43,6,3,0,9,0,0,0,9,3,0,12,41,9,0,48,0,0,0,48,6,0,48,37,21,5,53,0,0,0,53,14,0,73,0,0
POA3193,0,0,0,0,0,0,0,0,14,0,9,0,5,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,3,5,0,11,0,6,0,3,0,0,0,8,3,0,13,4,4,0,8,0,0,0,8,7,0,19,0,7,0,8,0,6,6,18,11,0,23,8,15,0,22,0,0,0,23,24,0,48,4,15,0,21,0,0,0,21,19,0,40,7,13,3,30,0,0,0,32,17,0,49,15,14,0,32,0,0,0,28,17,0,50,12,11,0,26,0,0,0,26,9,0,38,30,17,0,55,0,0,0,55,17,0,70,14,5,3,16,0,0,0,16,9,0,27,20,4,0,25,0,0,0,25,6,0,30,11,0,0,11,0,0,0,11,4,0,17,43,11,10,61,4,0,4,58,9,0,70,24,7,5,38,0,3,6,45,17,0,62,0,0
POA3194,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,6,0,0,0,4,6,0,10,0,6,0,4,0,0,0,7,12,0,19,0,9,0,9,0,0,3,7,10,0,22,4,11,0,19,0,0,4,18,9,0,24,11,21,0,28,0,0,0,29,21,0,49,16,22,0,36,3,0,3,40,20,0,64,19,15,0,32,0,0,0,38,15,0,50,36,12,0,48,0,0,0,48,11,0,57,26,7,0,36,0,0,0,36,11,0,43,53,13,0,66,0,0,0,66,7,0,76,14,9,0,25,0,0,0,25,13,0,33,23,4,0,23,0,0,0,23,7,0,34,4,3,0,7,0,0,0,7,3,0,9,28,8,0,36,0,0,0,36,3,0,39,23,12,0,34,0,0,0,34,9,0,46,0,0
POA3195,0,0,0,3,0,0,0,5,24,0,25,0,4,0,4,0,0,0,4,6,0,12,0,3,0,6,0,0,0,10,10,0,14,0,3,0,4,0,0,0,7,15,0,18,0,6,0,12,0,0,0,11,23,0,32,3,23,0,29,0,0,0,32,30,0,62,4,30,7,39,0,4,6,43,29,0,70,15,37,3,59,4,0,4,62,46,0,106,30,34,7,70,3,0,3,77,69,0,144,46,37,6,96,0,0,3,94,45,0,139,62,32,8,96,0,0,0,97,29,0,122,42,38,3,82,0,0,0,82,17,0,98,98,40,4,147,0,0,5,148,31,0,178,46,21,0,66,0,0,0,71,17,0,84,33,15,0,48,0,0,0,48,5,0,58,21,5,0,24,0,0,0,24,4,0,26,76,10,3,83,0,0,3,85,10,0,98,46,24,6,71,0,0,3,75,25,0,100,4,0
POA3196,0,0,0,0,0,0,0,0,15,0,18,0,0,0,3,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,3,10,11,0,19,0,12,0,14,0,0,0,17,26,0,38,4,22,0,27,0,5,7,36,32,0,71,10,26,0,36,3,5,7,38,37,0,73,17,39,0,61,0,0,0,64,59,0,117,29,45,5,86,0,5,3,85,54,0,144,39,49,4,91,3,0,3,96,31,0,125,47,28,0,79,0,0,0,80,21,0,98,42,13,5,59,0,0,0,61,18,0,79,81,30,4,113,3,0,3,116,38,0,158,37,8,0,54,0,0,0,54,15,0,67,26,8,3,38,0,0,0,38,0,0,37,12,0,3,15,0,0,0,18,3,0,22,38,4,0,41,0,0,0,41,0,0,44,46,12,6,71,0,0,0,71,18,0,85,0,0
POA3197,0,0,0,0,0,0,0,4,8,0,11,0,0,0,0,0,0,0,0,4,0,9,0,3,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,5,5,8,10,0,20,0,12,0,14,0,0,0,18,5,0,23,5,13,0,20,0,0,0,20,29,0,47,9,21,0,32,3,0,0,39,19,0,55,20,17,4,40,0,0,6,42,28,0,68,21,17,0,35,0,0,0,35,18,0,55,24,14,0,38,0,0,0,36,10,0,51,17,7,0,31,0,0,0,31,3,0,33,43,9,3,55,0,0,0,54,11,0,70,18,3,4,18,6,0,6,25,5,0,28,13,0,0,17,0,0,0,17,3,0,17,6,0,0,6,0,0,0,6,0,0,6,20,4,0,24,0,0,0,24,0,0,27,15,10,3,32,0,0,3,34,16,0,48,0,0
POA3198,0,0,0,0,0,3,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,10,0,12,0,3,0,3,0,0,3,4,14,0,18,0,4,0,9,0,0,4,9,25,0,40,5,16,4,24,4,5,11,35,44,0,79,3,27,3,37,0,0,8,42,41,0,81,11,42,0,54,5,0,7,57,55,0,116,22,40,4,76,0,0,0,74,54,0,129,34,26,8,72,0,0,5,72,34,0,108,42,23,0,69,0,0,0,64,25,0,91,24,14,0,31,0,3,8,36,10,0,46,58,16,0,71,0,0,0,74,23,0,98,34,11,0,44,0,0,0,39,12,0,51,10,0,0,12,0,0,0,11,0,0,11,3,0,0,3,0,0,0,3,4,0,11,16,0,0,19,0,0,0,19,3,0,17,20,15,0,37,0,0,4,42,24,3,61,0,3
POA3199,0,5,0,3,0,0,4,8,42,0,44,0,7,0,4,0,0,0,5,9,0,15,0,3,0,5,0,0,0,10,30,0,41,3,4,3,7,6,6,10,25,30,0,49,4,15,8,25,4,3,11,33,99,0,136,7,55,9,65,3,3,10,76,114,0,191,18,93,17,126,0,5,11,134,115,0,253,44,123,7,173,7,5,11,183,154,0,332,89,117,12,214,10,11,12,229,149,0,377,100,90,6,203,3,3,7,214,89,0,300,97,71,9,175,0,0,0,175,61,0,238,97,45,8,149,0,0,0,149,42,0,190,174,75,7,252,0,5,0,257,74,0,330,76,27,3,108,0,0,0,108,37,0,144,66,12,4,77,0,0,0,77,7,0,86,24,4,5,33,0,0,0,33,3,0,35,56,3,0,62,0,0,0,65,9,0,76,93,49,12,157,11,4,12,167,70,9,242,8,0
POA3200,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,6,9,0,10,0,4,3,6,4,3,5,12,25,0,34,0,5,3,6,0,4,4,11,30,0,41,6,11,0,19,0,0,0,18,32,0,48,10,14,0,28,0,0,0,28,30,0,60,13,9,0,20,5,0,5,24,25,0,46,20,11,0,30,0,0,0,30,19,0,53,6,6,4,15,0,0,0,15,10,0,26,7,4,0,10,0,0,4,10,11,0,24,15,9,0,24,0,0,0,25,14,0,43,6,0,0,8,0,0,0,8,4,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,12,0,0,0,12,8,4,24,0,0
POA3201,0,6,0,4,0,0,0,5,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,9,0,15,0,7,0,7,0,0,3,7,10,0,16,3,8,3,10,0,8,8,17,22,0,43,3,29,0,32,0,8,10,41,50,0,90,11,43,9,62,0,5,3,71,47,0,115,22,43,3,71,0,0,0,71,62,0,135,41,56,4,106,8,0,6,114,57,4,169,64,35,7,101,3,0,3,102,45,0,151,51,22,0,81,0,0,0,79,22,0,100,49,25,4,75,4,0,0,77,28,0,98,85,43,6,138,0,0,0,138,17,0,154,25,9,0,36,0,0,0,36,5,0,39,19,4,3,21,0,0,0,25,0,0,25,3,0,0,3,0,0,0,3,0,0,6,14,6,0,18,0,0,0,20,0,0,19,25,19,8,48,0,0,0,48,20,3,79,3,0
POA3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,6,0,0,0,5,0,0,0,5,0,0,3,0,7,0,9,0,0,0,9,3,0,5,0,10,0,10,0,0,0,8,4,0,12,3,5,0,7,0,0,0,7,0,0,6,0,3,0,5,0,0,0,5,0,0,5,5,4,0,6,0,0,0,6,0,0,9,0,0,0,5,0,0,0,5,0,0,8,9,0,0,11,0,0,0,11,0,0,11,4,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,0,0,8,10,3,3,13,0,0,0,16,0,0,16,0,0
POA3204,0,5,0,3,0,4,0,7,69,0,72,0,6,0,13,0,0,0,12,12,0,23,0,5,0,10,0,0,0,8,20,0,26,8,5,0,11,0,0,3,11,11,0,21,4,0,0,4,0,0,4,7,20,0,31,0,30,5,34,3,0,0,37,24,5,65,6,26,6,38,0,0,4,34,32,0,65,21,33,8,59,4,0,5,59,47,0,106,31,41,0,79,0,0,0,79,30,0,107,36,37,0,77,0,0,0,77,36,0,109,47,26,3,82,0,0,0,79,28,0,106,48,22,0,69,0,0,0,72,21,0,92,97,30,9,144,0,0,0,149,20,0,169,35,10,0,46,0,0,0,46,13,0,56,58,15,3,71,0,3,4,77,10,0,82,16,0,0,20,0,0,0,20,3,0,21,83,3,7,88,0,0,0,89,7,0,105,37,16,0,59,5,0,7,65,19,0,82,3,0
POA3205,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,0,0,7,13,0,17,0,0,0,3,0,0,4,9,14,0,23,0,5,0,5,0,0,0,3,25,0,31,0,9,0,10,0,0,0,14,16,0,27,0,5,5,10,0,0,0,10,12,0,23,3,4,0,6,0,0,0,12,17,0,25,9,5,3,17,0,0,0,19,14,0,31,8,7,0,17,0,0,0,17,8,0,23,15,4,0,19,0,0,0,19,6,0,25,28,10,3,40,0,0,0,42,10,0,48,9,0,0,5,3,0,3,6,4,0,14,4,0,0,4,0,0,0,4,0,0,11,5,0,0,5,0,0,0,5,0,0,5,27,5,0,33,0,0,0,35,3,0,33,8,7,0,17,0,0,0,20,9,0,24,0,0
POA3206,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,0,0,4,6,0,0,0,6,5,0,12,0,5,0,15,0,0,0,15,3,0,16,0,5,0,4,0,4,4,3,8,0,11,3,13,0,12,0,0,0,12,15,0,24,8,6,4,16,0,0,0,23,3,0,25,10,0,0,10,4,0,4,12,6,0,17,8,3,0,16,0,0,0,16,5,0,17,28,9,0,39,0,0,0,39,5,0,47,6,0,0,10,0,0,0,10,0,0,9,13,0,0,13,0,0,0,13,6,0,19,4,0,0,5,0,0,0,5,0,0,9,41,6,0,49,0,0,0,50,8,0,62,16,6,0,21,0,0,0,23,9,0,32,0,0
POA3207,0,0,0,5,0,0,0,0,19,0,22,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,5,6,0,8,0,3,0,4,4,0,4,6,11,0,18,0,0,0,0,0,0,0,4,12,0,21,0,14,0,13,0,0,0,14,18,0,33,0,8,0,14,0,0,0,16,23,0,32,4,17,0,19,0,0,5,23,25,0,53,5,15,0,22,0,0,0,26,25,0,50,18,8,0,29,0,0,0,29,28,0,52,20,5,0,24,0,0,0,25,13,0,37,21,7,0,30,0,0,0,33,16,0,47,54,14,0,76,0,0,0,76,14,0,87,12,5,0,19,0,0,0,19,6,0,27,25,0,0,24,0,0,0,24,5,0,28,8,0,0,8,0,0,0,8,4,0,13,51,9,3,65,0,0,0,64,0,0,70,19,15,0,36,0,0,0,35,22,0,51,0,0
