POA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
POA3113,..,9,18,0,4,4,3,0,0,0,42,..,4,11,5,3,4,6,0,0,0,29,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,11,5,3,4,9,0,0,0,30,..,0,0,0,0,0,0,0,0,0,0,..,7,26,5,7,10,12,0,0,0,73,21,28,7,0,0,0,0,0,0,0,59,0,14,10,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,23,39,13,0,0,4,8,0,0,0,96,26,10,10,0,0,4,0,0,0,0,53,6,9,11,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,12
POA3114,..,0,7,0,6,0,0,3,0,0,24,..,0,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,4,13,0,4,0,3,8,0,0,30,9,10,7,0,0,0,0,0,0,0,28,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,3,0,0,0,0,0,43,7,0,7,0,0,0,0,0,0,0,12,3,9,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
POA3115,..,4,10,3,0,0,0,0,0,0,17,..,0,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,5,11,3,0,3,0,0,0,0,23,11,14,5,6,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,16,3,6,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,0,11,0,5,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3116,..,4,15,12,0,3,0,0,0,0,40,..,6,24,5,9,7,8,7,0,0,64,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,6,24,5,9,11,13,5,6,0,72,..,0,0,0,0,0,0,0,0,0,0,..,12,37,9,12,12,12,5,6,0,109,11,24,14,5,0,0,0,0,0,0,60,0,39,34,0,4,12,3,7,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,0,4,12,9,7,0,0,114,0,0,0,0,0,0,0,0,0,0,0,17,66,45,5,10,15,9,6,0,3,174,50,10,18,3,0,3,0,0,0,0,88,17,48,42,9,8,6,6,4,0,0,147,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,18,53
POA3121,..,13,31,8,5,9,16,18,7,9,118,..,10,25,8,13,17,7,9,3,0,101,..,0,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,10,25,8,13,24,11,9,10,0,110,..,0,0,0,0,0,0,0,0,0,7,..,24,58,13,20,34,30,20,16,14,231,79,58,31,6,13,13,23,17,8,9,256,37,54,44,23,23,25,45,26,0,5,279,0,0,0,0,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,54,44,25,23,26,44,27,4,5,285,0,0,0,0,0,0,0,0,0,0,3,117,115,73,33,42,38,66,37,12,15,544,385,144,326,140,185,225,252,88,44,22,1800,144,153,247,82,92,131,112,33,13,10,1020,3,8,26,3,5,11,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,144,165
POA3122,..,27,49,3,19,13,12,13,3,9,145,..,4,43,19,9,15,29,15,4,7,147,..,0,3,0,0,5,3,5,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,4,43,19,14,18,32,24,11,10,172,..,0,0,0,0,0,0,0,0,0,0,..,34,96,28,29,32,44,29,13,14,320,73,63,44,9,9,14,20,12,3,7,265,19,20,70,50,51,81,133,58,4,0,481,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,20,72,47,51,84,130,60,4,0,490,0,0,0,0,0,0,0,0,0,0,0,93,90,114,59,62,99,148,76,6,6,760,180,70,131,46,58,60,55,17,5,8,625,97,125,258,104,121,151,144,45,9,8,1064,0,0,8,8,9,0,7,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,99,125
POA3123,..,15,47,16,8,12,6,6,9,0,125,..,10,41,16,16,23,18,5,10,6,146,..,0,0,0,0,3,0,0,7,3,13,..,0,0,0,0,0,0,0,0,0,0,..,10,42,17,16,26,28,9,13,5,159,..,0,0,0,0,0,0,0,0,0,0,..,31,88,29,28,38,27,16,25,3,287,41,41,14,8,3,5,7,5,0,3,125,5,40,56,23,22,32,47,16,3,0,255,0,0,0,0,0,0,5,6,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,46,59,23,23,33,49,22,5,3,268,0,0,0,0,0,0,0,0,0,0,0,52,82,74,32,25,36,55,24,5,4,392,110,38,75,23,17,20,23,3,0,10,324,64,129,190,54,59,92,65,32,7,0,692,0,7,5,6,6,4,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,65,138
POA3124,..,29,58,14,7,27,19,10,0,5,169,..,9,104,28,37,38,38,12,6,9,289,..,0,0,6,0,0,6,3,9,0,26,..,0,0,0,0,0,0,0,0,0,0,..,14,106,34,37,39,43,19,9,11,311,..,0,0,0,0,0,0,0,0,0,0,..,42,164,40,45,68,61,33,9,16,480,86,69,28,3,8,5,7,8,0,4,219,24,60,88,33,23,31,50,18,0,5,327,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,60,87,33,23,31,50,19,0,5,335,0,0,0,0,0,0,0,0,0,0,0,112,130,113,41,29,30,58,21,0,7,553,92,35,43,12,22,20,20,7,0,5,252,85,132,129,39,47,47,36,9,9,0,542,3,3,6,4,6,3,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,86,133
POA3125,..,9,14,0,11,0,11,0,3,0,59,..,13,64,17,22,22,25,11,0,4,181,..,0,0,3,0,5,9,0,5,0,24,..,0,0,0,0,0,0,0,0,0,0,..,15,64,21,23,21,35,14,8,6,205,..,0,0,0,0,0,0,0,0,0,0,..,18,87,21,35,22,45,13,10,6,261,31,49,22,3,11,15,34,26,0,9,205,30,90,139,64,104,139,243,130,8,9,942,4,0,5,8,8,14,12,3,0,5,56,0,0,0,0,0,0,0,0,0,0,0,32,90,143,71,109,146,251,134,7,8,995,0,0,0,0,0,0,0,0,0,0,4,66,142,164,74,125,169,286,159,7,16,1209,46,33,46,16,18,28,31,11,0,5,237,99,235,333,108,137,162,199,42,8,17,1348,4,11,22,13,26,22,20,0,0,5,126,0,0,0,0,0,0,0,0,0,0,0,103,251
POA3126,..,9,29,3,0,0,9,4,3,0,63,..,12,33,19,7,9,7,3,0,3,90,..,0,0,0,0,0,4,0,0,3,10,..,0,0,0,0,0,0,0,0,0,0,..,12,33,15,4,12,15,5,0,5,101,..,0,0,0,0,0,0,0,0,0,0,..,21,60,22,5,11,22,7,3,3,162,26,40,11,0,0,0,0,0,0,5,86,11,36,58,7,18,9,8,0,0,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,60,7,18,9,8,0,0,3,154,0,0,0,0,0,0,0,0,0,0,0,44,77,72,7,16,11,8,0,0,7,243,28,13,10,7,5,0,4,0,0,0,56,37,45,36,3,8,10,8,0,0,0,149,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,45
POA3127,..,38,76,5,19,8,9,10,4,3,173,..,13,44,26,24,32,16,9,0,0,162,..,0,0,0,3,5,6,0,0,6,13,..,0,0,0,0,0,0,0,0,0,5,..,13,44,26,21,31,24,8,0,5,179,..,0,0,0,0,0,0,0,0,0,0,..,48,126,32,42,39,37,18,4,5,354,82,76,18,5,0,0,9,5,0,0,200,14,39,82,16,20,31,33,6,0,3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,82,17,20,31,30,6,0,3,251,0,0,0,0,0,0,0,0,0,0,0,97,115,95,32,19,31,41,11,0,7,442,86,31,38,13,10,11,12,5,0,0,193,69,111,100,53,30,35,31,9,0,3,443,0,0,7,3,5,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,70,115
POA3128,..,22,34,7,0,3,7,7,0,0,96,..,22,97,36,61,56,47,26,15,20,371,..,0,0,3,3,11,19,10,10,8,59,..,0,0,0,0,0,0,0,8,0,10,..,22,97,40,66,59,69,41,23,25,439,..,0,0,0,0,0,0,0,0,0,0,..,47,128,48,67,68,79,45,27,25,534,51,56,24,11,19,20,25,14,0,8,225,41,97,295,133,197,222,220,92,6,23,1331,10,5,19,31,53,83,55,13,4,8,276,0,0,0,0,0,0,0,0,0,0,0,54,101,316,164,249,308,272,103,18,31,1609,0,0,0,0,0,0,0,0,0,0,7,106,157,339,169,267,324,299,117,18,39,1837,80,26,68,15,31,23,31,11,4,6,295,145,441,740,241,277,251,258,59,13,36,2461,28,34,88,57,125,127,87,12,5,22,591,0,0,0,0,0,0,0,0,0,0,4,171,473
POA3129,..,15,24,12,14,16,7,3,3,8,98,..,16,91,32,40,42,47,14,3,12,293,..,0,0,0,6,8,8,4,0,4,28,..,0,0,0,0,0,0,0,0,0,0,..,16,91,31,45,48,55,18,4,13,323,..,0,0,0,0,0,0,0,0,5,5,..,30,119,43,62,59,65,24,12,19,423,43,48,12,6,0,8,11,3,0,0,131,22,101,121,45,45,59,71,24,0,9,501,4,0,3,5,15,18,23,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,31,102,124,46,59,81,96,33,0,13,582,0,0,0,0,0,0,0,0,0,0,0,69,147,140,50,62,91,103,39,0,11,720,61,30,29,10,13,13,7,3,0,10,179,120,286,273,63,80,69,61,30,3,17,996,9,22,47,16,25,37,23,6,5,10,212,0,0,0,0,0,0,0,0,0,0,4,126,309
POA3130,..,29,59,9,16,13,14,12,0,0,162,..,18,140,47,61,39,64,24,12,6,404,..,0,4,3,4,8,9,0,4,3,29,..,0,0,0,0,0,0,0,0,0,3,..,18,136,49,61,39,82,22,14,8,437,..,0,0,0,0,0,0,0,0,0,0,..,49,197,56,78,63,92,35,14,13,596,57,88,25,0,6,13,13,3,0,5,209,44,112,171,38,54,76,80,30,0,9,608,0,0,4,3,13,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,47,109,173,42,65,80,77,30,0,8,634,0,0,0,0,0,0,0,0,0,3,6,101,200,195,45,66,95,96,35,0,13,848,115,47,47,20,10,18,15,0,0,0,285,148,356,379,90,93,111,79,30,9,23,1300,4,23,25,9,19,21,18,0,0,7,128,0,0,0,0,0,0,0,0,0,0,4,153,382
POA3131,..,10,52,11,15,15,16,5,0,3,127,..,22,111,30,26,35,32,5,3,8,261,..,0,4,0,4,0,10,0,0,5,22,..,0,0,0,0,0,0,0,0,0,0,..,21,113,29,30,35,37,3,10,6,286,..,0,0,0,0,0,0,0,0,0,0,..,30,163,40,45,48,54,10,12,11,412,42,54,19,0,0,0,12,3,0,3,138,31,105,128,22,41,53,78,25,7,16,492,0,0,3,0,3,4,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,31,105,134,23,42,50,90,24,5,16,517,0,0,0,0,0,0,0,0,0,4,4,75,158,155,21,42,56,93,25,5,20,658,91,29,33,4,3,11,9,7,0,7,202,150,335,380,90,94,109,99,22,6,19,1291,0,22,24,17,18,18,11,0,0,4,121,0,0,0,0,0,0,0,0,0,0,0,150,352
POA3132,..,4,25,8,19,0,4,5,0,4,73,..,11,78,16,21,15,20,7,5,3,173,..,0,0,0,0,3,7,3,3,0,18,..,0,0,0,0,0,0,0,0,0,0,..,11,78,16,21,13,25,7,10,3,192,..,0,0,0,0,0,0,0,0,0,0,..,19,104,25,42,19,31,7,10,8,271,32,33,13,4,0,0,14,0,0,0,100,22,67,74,21,26,25,18,5,0,4,254,0,0,0,0,4,8,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,22,67,72,21,27,37,18,5,0,4,268,0,0,0,0,0,0,0,0,0,0,0,49,95,88,23,27,38,28,5,0,10,365,90,34,31,12,15,10,10,0,0,0,205,100,201,224,61,55,46,49,19,3,12,764,0,10,12,6,5,9,5,3,0,5,53,0,0,0,0,0,0,0,0,0,0,0,100,214
POA3133,..,28,68,8,13,13,6,0,0,4,147,..,29,176,51,63,54,24,19,3,15,436,..,0,4,0,0,0,0,8,3,6,26,..,0,0,0,0,0,0,0,0,0,0,..,29,183,51,59,55,26,25,7,18,462,..,0,0,0,0,0,0,0,0,0,0,..,57,255,60,74,63,35,27,8,21,605,57,103,38,4,3,0,6,0,0,0,212,44,164,143,30,24,38,34,6,5,3,499,0,0,7,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,47,164,144,30,23,46,34,9,5,3,511,0,0,0,0,0,0,0,0,0,0,3,104,261,188,35,28,48,44,13,6,5,728,68,31,18,4,4,9,4,6,0,0,140,84,268,268,58,39,47,33,16,5,16,838,3,10,22,5,0,5,9,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,92,279
POA3134,..,14,60,6,17,9,7,10,8,5,136,..,20,118,46,36,64,39,14,0,14,350,..,0,4,6,3,17,20,4,4,0,56,..,0,0,0,0,0,0,0,0,0,6,..,20,124,49,41,84,60,20,4,16,416,..,0,0,0,0,0,0,0,0,0,0,..,32,187,60,59,88,64,30,3,19,549,61,92,39,0,3,9,6,0,0,0,218,36,123,142,33,47,60,52,11,4,10,511,0,0,5,4,6,8,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,37,123,155,37,54,72,57,11,4,10,547,0,0,0,0,0,0,0,0,0,3,8,99,211,192,41,54,77,67,13,6,12,768,153,51,50,8,18,21,19,0,0,3,328,126,295,327,74,104,89,72,17,7,9,1122,8,14,46,25,20,37,27,5,0,6,183,0,0,0,0,0,0,0,0,0,0,3,135,312
POA3135,..,17,26,5,7,3,7,0,5,4,70,..,15,96,26,28,35,30,6,0,4,237,..,0,0,0,3,9,6,0,0,0,18,..,0,0,0,0,0,0,0,0,0,4,..,15,97,24,25,42,41,7,0,4,258,..,0,0,0,0,0,0,0,0,0,0,..,32,125,28,34,46,46,8,4,11,328,22,54,15,0,0,0,0,3,0,3,107,14,68,82,11,23,27,29,8,0,0,260,0,0,6,0,4,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,14,68,84,12,28,31,39,15,0,0,283,0,0,0,0,0,0,0,0,0,0,0,39,120,99,15,23,35,40,12,0,3,389,87,25,26,13,6,14,4,4,0,6,180,58,141,171,37,29,26,22,10,0,0,500,0,13,27,15,12,18,9,3,0,0,99,0,0,0,0,0,0,0,0,0,0,0,58,150
POA3136,..,19,66,14,16,10,15,4,6,5,159,..,31,153,46,32,40,29,11,0,9,352,..,0,4,6,5,7,10,0,0,0,38,..,3,0,0,0,0,0,4,0,0,4,..,29,153,51,38,45,38,18,4,10,396,..,0,0,0,0,0,4,0,0,0,4,..,52,220,72,55,52,58,18,13,13,559,72,86,31,4,0,0,8,0,3,3,212,25,151,135,25,28,34,37,4,0,4,454,0,0,8,0,0,6,8,0,0,0,28,0,3,0,0,0,0,0,0,0,0,3,25,156,144,29,28,43,45,3,0,8,482,0,0,0,0,0,0,0,0,0,0,0,100,243,178,35,28,43,52,9,3,6,692,181,69,71,11,9,16,12,0,5,10,378,99,277,278,61,51,56,58,11,3,9,907,6,15,56,27,20,24,18,4,0,0,174,0,0,0,0,0,0,0,0,0,0,0,105,300
POA3137,..,7,19,5,6,10,8,0,0,0,50,..,15,30,14,8,8,3,4,0,3,80,..,0,0,0,0,0,3,0,3,0,10,..,0,0,0,0,0,0,0,0,0,3,..,15,30,13,8,8,9,3,5,9,91,..,0,0,0,0,0,0,0,0,0,0,..,18,45,21,10,16,11,6,5,9,140,12,16,5,0,0,3,3,0,0,0,41,5,40,34,0,0,4,4,3,0,0,100,0,0,4,6,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,40,40,6,0,5,9,6,0,0,110,0,0,0,0,0,0,0,0,0,0,0,17,53,43,0,0,9,11,6,0,0,151,33,23,21,8,3,0,4,0,0,0,92,14,73,69,19,10,4,8,7,6,3,205,0,8,23,3,0,11,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,14,79
POA3138,..,15,30,4,9,6,3,0,0,3,68,..,18,59,17,22,32,14,6,0,5,163,..,0,0,0,0,3,8,5,0,0,20,..,0,0,0,0,0,0,0,0,0,0,..,18,64,11,18,39,19,8,0,5,183,..,0,0,0,0,0,0,0,0,0,0,..,30,88,20,26,49,23,9,0,8,253,35,34,18,3,5,4,0,0,0,5,106,15,90,119,13,14,25,24,7,0,3,312,0,0,3,0,0,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,90,125,15,14,31,29,8,0,5,331,0,0,0,0,0,0,0,0,0,0,0,53,126,140,14,14,39,33,8,0,7,438,102,26,33,0,15,0,5,0,3,9,196,40,115,125,27,25,27,27,3,0,3,398,0,17,35,0,3,18,12,6,0,4,88,0,0,0,0,0,0,0,0,0,0,0,43,134
POA3139,..,10,3,0,0,4,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,5,8,0,0,4,0,0,0,0,18,3,20,8,0,0,3,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,26,9,6,0,3,0,0,0,0,51,35,11,19,0,0,6,0,0,0,0,79,7,13,8,0,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13
POA3140,..,5,26,7,3,0,9,3,3,4,56,..,6,16,12,3,0,0,4,0,0,43,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,6,16,12,3,0,0,4,0,0,43,..,0,0,0,0,0,0,0,0,0,0,..,4,43,19,7,6,8,5,4,4,97,32,35,31,0,0,0,3,0,4,0,104,7,24,30,3,0,3,10,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,30,3,0,3,7,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,33,64,62,3,0,3,9,4,4,0,177,55,16,19,4,4,4,6,4,0,6,118,15,40,40,10,9,17,16,5,0,0,155,0,0,7,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,36
POA3141,..,10,25,7,9,9,12,10,3,0,84,..,11,37,12,24,32,22,13,4,3,164,..,0,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,11,37,12,26,38,25,16,4,5,177,..,0,0,0,0,0,0,0,0,0,0,..,14,63,22,38,46,36,23,9,6,264,86,62,42,18,19,21,38,19,14,3,320,38,46,122,66,73,55,110,53,3,14,581,0,0,7,0,11,8,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,42,46,124,71,80,65,117,59,3,14,606,0,0,0,0,0,0,0,0,0,0,0,124,110,166,88,91,84,154,79,19,12,932,303,146,343,133,179,224,286,110,32,20,1776,169,203,418,174,187,167,268,90,21,5,1699,0,0,4,4,8,3,17,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,170,206
POA3142,..,8,16,3,9,15,7,17,9,4,92,..,4,42,12,9,6,11,5,3,0,106,..,0,0,0,0,0,8,0,4,0,13,..,0,0,0,0,0,0,0,0,0,0,..,4,42,16,9,9,17,9,7,4,116,..,0,0,0,0,0,0,0,0,0,0,..,11,61,17,18,23,33,24,15,5,206,44,44,19,6,9,8,4,3,0,6,144,14,37,39,18,14,11,20,7,3,4,160,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,36,40,18,11,11,20,5,3,4,163,0,0,0,0,0,0,0,0,0,0,0,56,82,59,17,20,23,24,14,7,10,305,78,30,56,19,28,17,21,4,3,10,265,34,50,64,14,24,30,42,13,0,8,278,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,34,50
