POA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
POA3165,0,3,3,0,0,8,652,84,22,24,0,3,7,17,7,4,0,173,5,0,0,0,0,0,0,0,0,0,5,662,62,43,4,3,8,21,11,0,13,827,0,0,0,0,0,0,0,0,0,0,0,1169,110,46,4,3,14,19,10,0,15,1394,452,9,15,0,0,0,0,0,0,9,480,479,6,3,0,0,0,3,0,0,3,503,121,19,23,12,7,7,17,4,0,3,224,0,0,0,0,0,0,0,0,0,0,0,599,29,27,13,7,7,23,4,0,14,720,0,0,0,0,0,0,0,0,0,0,0,1049,33,41,14,7,7,23,4,0,20,1203,248,7,3,0,0,3,0,0,0,6,270,352,5,0,0,0,0,0,0,0,6,363,194,15,9,0,5,6,0,0,0,5,236,3,0,0,0,0,0,0,0,0,0,3,552,13,8,0,4,6,0,0,0,14,603,0,0,0,0,0,0
POA3166,0,3,5,8,0,12,572,97,27,27,3,12,8,11,13,0,0,199,0,0,0,0,0,0,0,0,0,0,0,585,63,41,9,9,12,18,16,0,18,775,0,0,0,0,0,0,0,0,0,0,0,938,74,49,11,16,17,20,16,0,21,1157,254,3,0,0,0,0,0,0,0,0,264,477,9,3,0,0,4,0,4,0,14,519,201,15,25,5,3,6,14,6,0,0,270,0,0,0,0,0,0,0,0,0,0,0,674,22,32,6,3,7,20,10,0,19,793,0,0,0,0,0,0,0,0,0,3,3,929,29,36,6,3,7,20,11,0,25,1061,119,3,3,0,0,0,0,0,0,4,127,405,0,0,0,0,0,0,0,0,4,416,386,12,4,5,0,0,7,3,0,3,427,0,0,0,0,0,0,0,0,0,0,0,792,12,7,5,0,0,7,5,0,11,841,0,0,0,0,0,0
POA3167,0,0,0,0,0,4,344,57,14,9,4,0,6,8,3,5,0,106,0,0,0,0,0,0,0,0,0,0,0,369,27,19,5,0,7,8,4,5,4,453,0,0,0,0,0,0,0,0,0,0,0,554,34,22,6,0,7,13,4,5,5,656,146,0,0,0,0,0,0,0,0,4,147,324,3,3,0,0,0,0,0,0,5,343,119,14,15,0,3,3,20,4,0,9,185,0,0,0,0,0,0,0,0,0,0,0,444,14,19,0,6,3,20,12,0,11,529,0,0,0,0,0,0,0,0,0,0,0,585,18,19,0,6,3,20,12,0,13,678,74,0,0,0,0,0,0,0,0,4,82,204,0,0,6,0,0,0,0,0,6,212,157,4,0,0,0,0,0,0,0,4,163,0,0,0,0,0,0,0,0,0,0,0,356,4,3,6,0,0,4,0,0,8,382,0,0,0,0,0,0
POA3168,3,0,8,6,5,6,378,83,19,36,10,12,9,37,14,0,7,215,0,0,0,0,0,0,0,0,0,0,0,395,49,51,11,14,6,43,22,5,15,602,0,0,0,0,0,0,0,0,0,0,0,542,60,53,11,14,6,43,22,5,14,763,122,0,0,0,0,0,0,0,0,6,127,269,6,7,3,0,0,6,0,0,4,299,102,26,38,13,6,6,18,5,0,11,226,0,0,0,0,0,0,0,0,0,5,5,367,31,46,16,9,5,24,3,0,17,526,0,0,0,0,0,0,0,0,0,3,9,492,31,49,16,9,5,24,5,0,30,665,74,0,0,0,0,0,0,0,0,9,85,177,6,0,0,0,0,0,0,0,10,195,197,14,3,4,4,0,3,0,0,7,233,0,0,0,0,0,0,0,0,0,10,13,374,14,3,4,4,0,3,0,0,34,435,0,0,0,0,0,0
POA3169,3,0,7,3,0,12,819,263,22,47,7,10,8,22,15,3,9,412,0,0,0,0,0,0,0,0,0,5,0,985,74,65,11,12,12,25,16,0,27,1233,0,0,0,0,0,0,0,0,0,0,0,1257,88,74,13,18,10,30,17,0,26,1544,270,4,0,0,0,0,8,0,0,7,292,733,7,6,3,0,0,0,0,0,15,772,399,36,26,15,6,11,14,13,0,20,535,3,0,0,0,0,0,0,0,0,0,3,1132,43,38,9,9,11,14,14,0,43,1310,0,0,0,0,0,0,0,0,0,3,3,1401,52,38,9,12,11,22,15,0,49,1608,174,5,0,0,0,0,0,0,0,5,184,414,4,0,0,0,0,0,0,0,23,442,441,6,12,3,3,0,4,0,0,27,488,4,0,0,0,0,0,0,0,0,11,15,856,5,8,3,3,0,4,0,6,51,940,4,0,0,0,0,0
POA3170,0,6,7,0,0,9,754,129,24,37,4,3,0,13,3,0,8,230,0,0,0,0,0,0,0,0,0,0,0,762,104,61,6,8,0,13,8,0,19,985,0,0,0,0,0,0,0,0,0,3,5,1006,119,66,6,4,0,13,8,0,27,1261,278,8,3,0,0,0,0,0,0,0,289,616,8,9,0,0,0,6,0,0,14,657,205,24,40,4,8,6,19,14,0,3,323,4,0,0,0,0,0,0,0,0,0,4,822,33,50,6,8,6,26,15,0,19,985,0,0,0,0,0,0,0,0,0,0,0,1105,41,53,6,8,6,26,15,0,21,1278,221,0,4,0,0,0,0,0,0,5,226,379,5,3,0,4,3,3,0,0,8,398,184,3,9,0,4,0,4,3,0,0,219,5,0,0,0,0,0,0,0,0,0,8,569,5,17,0,4,6,4,3,0,14,622,0,3,0,0,0,0
POA3171,3,3,8,0,0,15,720,705,107,95,15,15,11,35,16,0,57,1057,6,0,0,0,0,0,0,0,0,0,6,1349,146,107,19,20,20,41,20,0,70,1788,0,0,0,0,0,0,0,0,0,3,6,1465,156,111,21,23,20,42,20,0,76,1933,122,5,0,0,0,0,0,0,0,4,135,498,9,3,0,4,0,8,3,0,11,531,682,72,37,9,8,3,20,8,0,22,861,3,0,0,0,0,0,0,0,0,3,4,1187,75,40,12,6,3,25,11,0,35,1394,0,0,0,0,0,0,0,0,0,0,3,1312,81,46,10,6,3,22,14,0,39,1535,116,0,0,0,0,0,0,0,0,4,127,281,0,0,0,0,0,0,0,0,8,293,437,32,15,0,4,0,4,0,0,9,505,4,0,0,0,0,0,0,0,0,0,4,716,37,17,0,4,0,4,0,0,19,798,5,0,0,0,0,0
POA3172,0,4,5,0,0,14,722,561,51,53,16,6,14,20,13,0,27,761,0,0,0,0,0,0,0,0,0,0,0,1211,83,78,19,10,19,23,13,0,40,1488,0,0,0,0,0,0,0,0,0,0,0,1540,104,81,19,10,16,23,13,0,52,1851,376,3,4,0,0,0,0,0,0,5,387,424,10,0,4,0,0,0,0,0,9,447,421,40,20,11,4,8,14,9,0,13,528,3,0,0,0,0,0,0,0,0,0,6,844,47,27,10,4,8,14,9,0,23,979,0,0,0,0,0,0,0,0,0,6,3,1223,54,25,10,4,8,14,9,0,33,1377,283,8,0,3,0,0,0,0,0,0,293,201,0,6,0,0,0,0,0,0,4,208,216,13,20,0,0,0,12,0,0,9,268,0,0,0,0,0,0,0,0,0,0,0,410,17,22,0,3,0,11,0,0,13,474,0,0,0,0,0,0
POA3173,4,0,0,6,0,20,1290,582,79,91,15,12,9,41,13,3,21,860,0,0,0,0,0,0,0,0,0,0,6,1717,171,122,17,8,11,39,22,3,39,2155,0,0,0,0,0,0,0,0,0,0,0,2050,194,134,24,14,11,39,22,3,51,2535,442,3,3,0,0,0,0,0,0,8,461,647,12,19,0,4,3,3,0,0,13,702,452,54,68,13,3,11,26,11,0,10,652,0,0,0,0,0,0,0,0,0,0,0,1104,68,89,15,7,10,36,11,0,26,1357,0,0,0,0,0,0,0,0,0,3,3,1543,71,89,14,7,10,36,11,0,31,1818,303,0,3,0,0,0,0,0,0,0,314,241,10,9,0,0,0,3,0,0,5,267,259,34,13,3,0,0,4,7,0,6,324,0,0,0,0,0,0,0,0,0,0,0,498,37,19,4,0,0,9,11,0,11,588,0,0,0,0,0,0
POA3174,4,9,15,3,0,35,1387,684,115,116,26,24,22,34,16,4,21,1063,6,0,0,0,0,0,0,0,0,6,12,1871,208,159,33,28,28,48,25,4,55,2468,0,3,0,0,0,0,0,0,0,5,11,2351,241,175,37,30,31,52,25,4,72,3020,600,7,6,0,3,0,0,0,0,12,637,886,14,11,3,0,0,3,9,0,14,944,600,66,48,20,3,15,22,12,0,16,802,4,0,0,0,0,0,0,0,0,4,10,1488,76,59,20,6,16,27,16,0,31,1751,5,0,0,0,0,0,0,0,0,8,15,2097,88,62,20,6,15,29,16,0,57,2405,414,0,9,0,0,0,0,0,0,12,428,455,8,0,0,0,0,0,0,0,14,482,481,25,22,0,4,3,3,6,0,14,561,0,0,0,0,0,0,0,0,0,0,0,944,34,25,0,4,3,5,4,0,25,1049,6,0,0,0,0,0
POA3175,5,6,8,5,0,22,1853,607,123,159,22,25,26,33,23,4,36,1056,4,0,0,0,0,0,0,0,0,0,3,2146,289,243,28,33,30,45,23,7,55,2905,0,0,0,0,0,0,0,0,0,7,6,2725,340,251,28,39,33,50,23,7,84,3571,734,14,5,0,0,0,0,0,0,24,778,1192,25,23,0,0,3,6,8,0,25,1282,613,95,98,18,4,17,27,16,0,26,918,3,0,0,0,0,0,0,0,0,0,5,1813,117,118,18,9,20,35,18,0,51,2199,0,0,0,0,0,0,0,0,0,9,8,2547,131,128,18,10,20,37,22,0,76,2992,519,7,0,0,0,0,0,0,0,22,551,664,14,8,5,0,0,0,0,0,28,723,558,40,31,6,4,3,7,0,0,39,695,5,0,0,0,0,0,0,0,0,0,6,1229,50,45,10,4,3,11,0,0,71,1422,7,0,0,0,0,0
POA3177,0,0,3,0,0,3,308,131,40,46,4,4,0,0,4,0,3,238,0,0,0,0,0,0,0,0,0,0,4,386,67,64,8,4,0,8,8,0,12,550,0,0,0,0,0,0,0,0,0,0,0,535,76,65,6,7,0,8,8,0,18,721,142,0,0,0,0,0,0,0,0,7,159,202,12,4,0,4,0,3,0,0,8,224,135,19,13,8,0,0,4,0,0,3,178,0,0,0,0,0,0,0,0,0,5,8,332,27,17,8,4,0,7,0,0,14,404,0,0,0,0,0,0,0,0,0,7,3,476,27,19,4,4,0,7,0,0,30,570,112,0,0,0,0,0,0,0,0,9,122,83,4,0,0,0,0,0,0,0,8,96,78,4,8,0,0,0,4,0,0,0,96,5,0,0,0,0,0,0,0,0,6,11,168,10,6,0,0,0,4,0,0,12,203,0,0,0,0,0,0
POA3178,3,3,3,8,0,11,1293,184,35,27,10,10,7,39,5,0,9,326,0,0,0,0,0,0,0,0,0,0,0,1314,135,55,16,13,11,44,12,0,19,1619,0,0,0,0,0,0,0,0,0,0,3,2163,182,72,16,13,11,45,12,0,30,2545,635,9,0,0,0,4,0,0,0,6,660,741,24,15,5,0,4,5,5,0,10,818,163,50,36,12,11,12,27,8,0,3,319,0,0,0,0,0,0,0,0,0,0,0,907,80,50,16,14,13,35,5,0,18,1138,3,0,0,0,0,0,0,0,0,0,4,1549,85,51,16,11,16,36,5,0,30,1805,342,3,0,0,0,0,0,0,0,9,349,357,13,5,0,0,0,0,0,0,6,379,118,15,12,0,0,0,5,5,0,6,167,3,0,0,0,0,0,0,0,0,0,3,485,25,13,0,0,0,8,3,0,8,548,3,0,0,0,0,0
POA3179,0,0,0,0,0,0,207,39,17,5,0,4,0,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,204,57,10,4,4,0,4,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,293,67,8,4,4,0,4,0,0,4,384,96,5,4,0,0,0,0,0,0,3,107,106,11,4,0,0,0,0,0,0,0,120,29,9,4,0,0,0,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,139,14,10,3,0,0,10,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,238,19,12,3,0,0,10,0,0,3,280,70,0,0,0,0,0,0,0,0,0,79,35,0,3,0,0,0,0,0,0,0,42,16,11,4,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,60,7,12,0,0,0,4,0,0,0,79,0,0,0,0,0,0
POA3180,0,0,3,0,0,0,197,38,15,19,0,0,4,7,5,0,6,85,0,0,0,0,0,0,0,0,0,0,0,177,48,29,0,0,4,7,0,0,3,286,0,0,0,0,0,0,0,0,0,0,0,297,48,32,0,0,4,7,0,0,3,408,164,0,0,0,0,0,0,0,0,3,168,85,3,3,0,0,0,0,0,0,0,94,24,0,15,0,0,0,7,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,109,6,16,0,0,0,7,3,0,0,151,0,0,0,0,0,0,0,0,0,0,0,274,7,16,0,0,0,7,3,0,3,318,126,0,0,0,0,0,0,0,0,9,140,49,0,0,0,0,0,0,0,0,0,51,7,3,6,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,59,0,8,0,0,0,12,0,0,0,74,0,0,0,0,0,0
POA3181,0,0,0,0,0,6,189,28,3,5,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,201,15,7,3,0,0,0,0,0,6,230,0,0,0,0,0,0,0,0,0,0,0,456,31,18,4,0,5,0,0,0,8,529,239,7,3,0,0,0,0,3,0,10,262,138,0,0,0,0,0,0,0,0,4,147,51,10,4,0,0,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,0,5,199,5,4,0,0,0,0,0,0,5,216,0,0,0,0,0,0,0,0,0,11,11,438,17,8,0,0,0,0,3,0,29,497,111,0,0,0,0,0,0,0,0,3,118,138,0,0,0,0,0,0,0,0,5,148,201,11,5,0,0,0,0,0,0,15,229,9,0,0,0,0,0,0,0,0,0,7,343,11,4,0,0,0,0,0,0,20,380,0,0,0,0,0,0
POA3182,0,0,4,0,5,6,212,17,4,3,0,3,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,185,22,13,3,0,3,8,0,5,10,243,0,0,0,0,0,0,0,0,0,0,0,642,58,27,12,10,0,7,0,5,12,777,346,6,4,0,0,0,0,0,0,5,365,144,0,0,0,0,0,0,0,0,0,147,37,0,9,0,0,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,174,0,11,0,0,0,6,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,523,11,14,0,0,0,6,3,0,5,561,152,0,0,0,0,0,0,0,0,11,163,77,0,0,0,0,0,0,0,0,5,83,50,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,130,6,0,0,0,0,0,0,0,3,139,0,0,0,0,0,0
POA3183,0,0,0,0,0,0,163,22,7,0,0,0,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,172,8,8,0,0,0,4,0,0,4,199,0,0,0,0,0,0,0,0,0,0,0,464,19,15,3,0,6,4,0,0,8,519,256,4,3,3,0,0,5,0,0,4,284,175,0,0,0,0,0,0,5,0,3,186,30,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,209,0,3,0,0,0,0,5,0,7,222,0,0,0,0,0,0,0,0,0,0,0,466,4,8,3,0,0,3,5,0,15,506,148,4,0,0,0,0,0,0,0,3,156,111,0,0,0,0,0,0,0,0,3,111,56,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,167,4,0,0,0,0,0,0,0,3,171,0,0,0,0,0,0
POA3184,0,0,0,0,0,0,101,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,90,7,6,0,0,0,0,5,0,0,107,0,0,0,0,0,0,0,0,0,0,0,377,15,8,0,4,0,8,6,0,6,422,222,0,8,0,0,0,4,0,0,0,237,116,0,0,0,0,0,0,0,0,0,118,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,123,0,3,0,0,0,0,0,0,3,131,0,0,0,0,0,0,0,0,0,0,0,343,0,8,0,0,0,4,0,0,7,369,90,0,0,3,5,0,0,0,0,0,95,76,0,0,0,0,0,0,0,0,0,76,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0
POA3185,0,0,3,0,0,0,185,15,0,6,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,182,10,16,0,0,0,5,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,422,25,20,0,0,5,3,0,0,3,479,275,4,0,0,0,0,5,0,0,0,284,180,0,0,3,0,0,0,0,0,0,180,25,5,0,0,0,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,205,5,8,5,0,4,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,477,10,8,5,0,4,4,0,0,0,498,145,0,0,0,0,0,0,0,0,8,152,107,0,0,0,0,0,0,0,0,0,107,32,0,5,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,139,5,6,0,0,0,0,0,0,0,151,0,0,0,0,0,0
POA3186,0,4,0,6,0,5,308,17,8,10,0,0,0,3,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,293,20,16,8,3,4,4,11,0,5,362,0,0,0,0,0,0,0,0,0,0,0,867,64,32,12,7,7,15,11,0,13,1032,608,10,5,0,0,0,6,0,0,16,645,227,4,0,0,0,0,0,0,0,3,241,22,5,4,0,0,0,3,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,252,13,5,0,0,0,4,9,0,3,282,0,0,0,0,0,0,0,0,0,0,0,866,20,7,0,0,0,6,9,0,25,936,377,6,0,0,0,0,0,0,0,8,403,134,0,0,0,0,0,0,0,0,6,135,28,0,4,0,0,0,5,0,0,5,44,3,0,0,0,0,0,0,0,0,0,3,162,3,4,0,0,0,5,0,0,5,176,5,0,0,0,0,0
POA3187,0,0,0,6,0,0,300,19,6,6,4,3,0,4,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,283,23,11,9,3,7,4,12,0,0,351,0,0,0,0,0,0,0,0,0,0,0,652,48,29,14,0,4,9,11,0,3,763,349,13,0,0,0,0,0,0,0,3,367,204,0,0,0,0,0,0,0,0,3,209,22,4,13,0,5,4,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,229,3,14,0,5,4,0,0,0,3,261,0,0,0,0,0,0,0,0,0,5,5,577,14,14,3,4,4,3,0,0,12,633,256,3,0,0,0,0,0,0,0,6,272,160,0,0,3,0,0,0,0,0,9,171,36,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,198,4,0,3,0,0,3,0,0,9,217,0,0,0,0,0,0
POA3188,3,0,0,0,3,6,242,28,9,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,227,25,12,3,3,0,0,0,3,4,280,0,0,0,0,0,0,0,0,0,0,5,719,74,22,0,12,0,0,0,3,9,842,371,5,0,0,0,0,0,0,0,7,391,177,0,3,0,0,0,0,0,0,0,185,32,3,9,0,4,0,0,3,0,4,55,0,0,0,0,0,0,0,0,0,0,0,212,3,5,0,3,0,0,6,0,4,244,0,0,0,0,0,0,0,0,0,0,0,580,12,11,0,3,0,0,6,0,14,630,187,4,3,0,0,0,0,0,0,3,199,115,0,0,0,0,0,0,0,0,5,125,75,7,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,195,7,0,0,0,0,0,0,0,4,211,0,0,0,0,0,0
POA3189,0,0,0,0,0,0,136,15,8,3,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,140,12,5,0,0,0,0,0,0,3,168,0,0,0,0,0,0,0,0,0,0,0,254,21,6,0,0,0,0,0,0,6,290,91,4,5,0,0,0,3,0,0,0,104,111,3,0,0,0,0,0,0,0,7,120,22,11,7,0,4,3,5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,136,12,3,0,4,4,4,0,0,3,168,0,0,0,0,0,0,0,0,0,0,0,228,9,7,0,4,4,7,0,0,10,272,77,0,6,0,0,0,0,0,0,6,83,63,0,0,0,0,0,0,0,0,3,71,43,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,109,0,5,0,0,0,0,0,0,9,117,0,0,0,0,0,0
POA3190,0,0,6,0,0,0,166,25,9,3,0,0,0,7,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,162,23,7,0,0,0,3,0,0,5,212,0,0,0,0,0,0,0,0,0,0,0,383,38,23,3,0,0,3,3,0,11,472,196,3,0,0,0,0,0,0,0,6,208,168,0,4,0,0,3,0,0,0,0,178,40,6,11,0,0,0,9,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,207,3,15,0,0,3,10,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,405,6,15,0,0,0,10,0,0,9,452,107,0,0,0,0,0,0,0,0,6,125,104,0,0,0,0,0,0,0,0,3,110,65,0,5,0,0,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0,0,0,175,9,5,0,0,0,0,0,0,5,190,0,0,0,0,0,0
POA3191,3,0,4,0,0,3,124,3,0,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,104,8,10,0,3,0,4,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,392,38,25,9,5,0,7,0,0,9,480,241,7,5,0,0,0,0,0,0,0,254,68,0,0,0,0,0,0,0,0,0,78,4,5,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,78,5,0,0,0,3,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,319,10,7,0,0,7,0,0,0,4,347,140,3,0,4,0,0,0,0,0,5,157,42,0,0,0,0,0,0,0,0,3,47,12,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,5,63,0,0,0,0,0,0
