POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA3140,0,0,0,0,0,350,4,4,0,0,0,0,0,0,6,369,84,0,0,0,0,0,0,0,0,7,89,38,0,0,0,0,0,0,0,0,4,46,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,8,149,1546,145,147,20,12,10,23,8,7,40,1962,407,178,178,45,21,25,37,13,3,9,918,44,25,21,4,4,5,3,0,0,4,109,0,0,0,0,0,0,0,0,0,0,0,450,205,195,45,28,26,44,14,9,12,1027,0,0,0,0,0,0,0,0,0,0,3,2002,348,344,67,36,39,67,16,16,52,2993
POA3141,0,0,0,0,0,354,16,3,0,0,0,0,4,0,6,387,67,0,0,0,0,0,0,0,0,0,72,32,0,0,0,0,0,0,0,0,0,36,82,3,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,112,3,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,185,3,0,0,0,0,0,0,0,8,193,1860,506,684,202,261,303,391,161,64,49,4486,1085,546,887,348,347,343,480,185,42,49,4309,314,43,64,19,31,33,50,27,9,12,600,3,0,0,0,0,0,0,0,0,0,10,1402,589,955,364,381,374,527,213,55,63,4914,0,0,0,0,0,3,0,0,0,0,7,3258,1091,1644,566,640,680,920,378,114,118,9413
POA3142,0,0,0,0,0,377,3,0,0,0,0,5,0,0,6,391,110,0,0,0,0,0,0,0,0,0,113,36,0,0,0,0,0,0,0,0,0,41,9,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,162,7,0,0,0,0,0,0,0,0,164,1452,177,159,37,55,64,48,31,10,42,2071,814,218,252,56,70,69,101,39,18,27,1666,56,29,41,13,12,13,25,19,4,6,217,4,0,0,0,0,0,0,0,0,0,7,873,252,293,70,86,81,130,59,21,34,1886,0,0,0,0,0,0,0,0,0,0,0,2325,425,449,106,136,147,177,90,29,72,3963
POA3143,0,0,0,0,0,220,0,0,0,0,0,0,0,0,6,232,36,0,0,0,0,0,0,0,0,0,41,31,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,84,6,0,0,0,0,0,0,0,3,89,863,114,159,41,44,37,39,23,13,26,1354,437,156,203,84,73,84,97,35,11,15,1197,78,9,14,4,4,9,4,7,4,0,143,3,0,0,0,0,0,0,0,0,0,5,518,162,219,94,80,96,107,44,11,11,1335,0,0,0,0,0,0,0,0,0,0,5,1379,274,382,129,127,124,143,65,30,44,2693
POA3144,0,0,0,0,0,270,3,0,0,0,0,0,0,0,3,286,43,0,0,0,0,0,0,0,0,3,45,32,0,0,0,0,0,0,0,0,0,37,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,75,6,0,0,0,0,0,0,0,0,0,6,116,0,0,0,0,0,0,0,0,4,118,933,121,132,16,27,31,27,13,5,24,1330,500,115,151,39,53,55,78,32,3,13,1039,102,14,17,5,6,8,5,9,5,3,173,0,0,0,0,0,0,0,0,0,0,0,601,129,163,49,60,62,85,41,8,16,1215,6,0,0,0,0,0,0,0,0,0,5,1540,248,302,61,88,94,110,53,18,38,2550
POA3145,0,0,0,3,8,492,6,0,0,0,0,3,0,0,18,523,64,0,0,0,0,0,0,0,0,3,68,102,0,0,0,0,0,0,0,0,6,114,70,0,3,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,176,0,3,0,0,0,0,0,0,8,189,0,0,0,0,0,0,0,0,0,11,11,233,0,3,0,0,0,0,0,0,20,263,1730,268,245,57,67,53,116,45,8,50,2638,1493,455,556,175,240,313,395,139,18,51,3834,299,36,66,10,28,43,63,24,7,7,593,4,0,3,0,0,0,0,0,0,0,11,1795,495,623,192,271,356,462,165,24,56,4445,5,0,0,0,0,0,3,0,0,30,37,3524,764,868,251,333,414,582,213,31,140,7123
POA3146,0,0,0,0,0,499,13,10,0,3,0,6,3,5,4,538,67,3,0,0,0,0,0,0,0,5,77,72,0,0,0,0,0,0,0,0,0,71,64,7,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,134,7,0,0,0,0,0,0,0,5,146,0,0,0,0,0,0,0,0,0,0,0,204,8,0,0,0,0,3,0,0,12,221,2131,374,326,55,59,55,55,30,15,62,3156,1715,545,535,126,184,168,149,67,24,32,3541,233,58,87,24,20,28,39,18,10,17,525,3,0,0,0,0,0,0,0,0,0,6,1949,606,620,144,205,190,185,88,33,51,4078,0,0,0,0,0,0,0,0,0,6,12,4075,978,944,199,266,244,238,114,55,124,7245
POA3147,0,0,0,0,0,356,16,9,0,0,0,5,0,0,9,390,58,3,0,0,0,0,0,0,0,3,61,59,0,0,0,0,0,0,0,0,0,59,52,3,0,0,0,0,0,0,0,5,59,4,0,0,0,0,0,0,0,0,4,8,109,7,0,0,0,0,0,0,0,5,122,0,0,0,0,0,0,0,0,0,0,0,166,4,0,0,0,0,0,0,0,16,187,1173,183,192,31,28,37,21,10,3,37,1714,1355,438,379,99,91,130,108,34,13,30,2675,291,67,107,17,16,19,44,21,4,19,603,4,0,0,0,0,0,0,0,0,4,13,1648,502,483,116,110,150,156,54,14,52,3295,0,0,0,0,0,0,0,0,0,3,4,2823,690,672,153,137,188,179,61,26,93,5015
POA3148,0,0,0,0,0,315,3,10,0,0,0,0,0,0,3,335,16,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,48,50,0,3,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,93,0,3,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,105,0,3,0,0,0,0,0,0,4,114,571,126,120,19,33,32,28,4,0,24,957,1308,583,433,116,134,174,147,60,17,51,3018,280,64,84,17,15,26,36,8,9,14,547,5,0,0,0,0,0,0,0,0,0,7,1594,646,517,131,148,197,179,74,19,69,3577,6,0,0,0,0,0,0,0,0,0,9,2173,770,639,149,184,231,209,79,19,94,4547
POA3149,0,0,0,3,0,1015,45,24,3,4,3,13,3,0,26,1138,131,0,6,0,0,0,0,0,0,3,138,153,0,0,0,0,0,0,0,0,5,158,136,10,5,0,0,0,0,0,0,4,158,3,0,0,0,0,0,0,0,0,0,3,292,8,6,0,0,0,0,0,0,9,320,0,0,0,0,0,0,0,0,0,0,0,430,11,8,0,0,3,0,0,0,9,461,2292,416,351,103,69,81,91,45,12,56,3518,4684,2231,1774,471,505,434,574,268,40,139,11117,834,295,353,101,118,125,186,77,26,61,2180,5,0,4,0,0,0,9,0,0,0,23,5525,2528,2123,576,622,560,767,347,74,194,13314,5,0,0,0,0,0,0,0,0,17,34,7825,2945,2475,674,687,642,862,396,86,265,16866
POA3150,0,0,0,10,17,2264,96,96,12,9,15,38,14,0,73,2617,342,0,0,0,0,0,0,0,0,27,376,333,8,3,0,0,0,0,0,0,14,369,275,20,17,0,4,0,3,0,0,17,337,4,0,0,0,0,0,0,0,0,3,4,612,24,14,0,0,0,10,0,0,38,711,5,0,0,0,0,0,0,0,0,16,20,955,26,21,0,0,0,10,0,0,92,1110,4506,684,530,81,102,135,130,86,13,147,6408,10293,4370,3537,869,839,987,975,436,143,252,22707,1890,677,959,271,301,335,545,173,68,147,5369,13,3,8,0,0,5,6,4,3,8,51,12194,5051,4506,1139,1141,1325,1527,618,217,416,28126,12,0,0,0,0,0,0,0,0,50,73,16714,5735,5040,1218,1243,1458,1664,700,228,610,34603
POA3151,0,0,0,0,0,485,6,4,4,4,0,0,0,0,14,522,43,0,0,0,0,0,0,0,0,0,43,81,6,0,0,0,0,0,0,0,3,89,72,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,158,4,0,0,0,0,0,0,0,3,167,0,0,0,0,0,0,0,0,0,0,0,195,4,0,0,0,0,0,0,0,11,212,610,81,96,30,15,30,33,4,0,20,923,1594,600,536,142,154,172,207,76,19,34,3530,473,115,165,46,81,63,93,28,4,27,1093,5,0,0,0,0,0,0,0,0,0,9,2066,715,702,190,243,235,301,107,17,60,4636,0,0,0,0,0,0,0,0,0,4,6,2678,789,792,222,256,273,335,112,17,83,5565
POA3152,0,0,0,9,15,920,49,24,3,0,3,15,8,0,41,1065,185,4,0,0,0,0,0,0,0,16,207,162,3,0,0,0,0,4,0,0,16,190,126,5,0,0,0,0,8,0,0,5,154,0,0,0,0,0,0,0,0,0,12,15,285,10,0,4,0,0,5,0,0,37,351,0,0,0,0,0,0,0,0,0,16,18,477,19,0,4,0,0,5,0,0,65,580,2863,455,290,40,37,42,31,14,13,71,3870,4466,2231,1465,239,230,270,226,68,32,84,9314,765,303,348,73,78,104,186,47,14,41,1965,11,3,0,0,0,0,0,0,0,17,31,5245,2540,1816,316,314,375,407,118,43,139,11305,4,0,0,0,0,0,0,0,0,28,35,8111,3001,2107,361,350,417,441,137,52,240,15210
POA3153,0,0,0,6,10,412,14,16,0,0,5,3,8,0,37,492,107,0,0,0,0,0,0,0,0,13,122,87,0,0,0,0,0,0,0,0,38,124,20,0,0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,0,0,0,0,3,112,0,0,0,0,0,0,0,0,54,165,0,0,0,0,0,0,0,0,0,13,13,213,0,0,0,0,0,0,0,0,81,302,1584,196,164,40,34,33,35,11,6,57,2147,1247,888,691,151,140,141,121,49,15,79,3526,243,145,151,30,30,43,60,26,3,36,768,7,5,4,0,3,0,0,0,0,4,12,1498,1039,843,182,168,188,182,76,17,116,4310,6,0,0,0,0,0,0,0,0,25,30,3081,1228,1011,222,199,226,216,92,20,197,6491
POA3154,0,0,0,0,0,91,0,0,0,0,0,0,0,0,10,108,18,0,0,0,0,0,0,0,0,3,22,18,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,21,0,0,0,0,0,0,0,0,18,40,0,0,0,0,0,0,0,0,0,5,7,40,0,0,0,0,0,0,0,0,21,63,405,32,18,7,6,3,0,7,0,10,483,101,46,39,12,0,0,4,0,0,18,239,10,6,12,0,0,7,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,10,114,50,49,12,3,3,10,0,0,26,276,0,0,0,0,0,0,0,0,0,5,7,520,79,65,14,13,6,7,5,3,42,765
POA3155,0,0,0,17,20,474,21,6,6,3,0,6,0,0,31,550,144,0,0,0,0,0,0,0,0,6,150,46,0,0,0,0,0,0,0,0,0,46,22,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,0,10,11,216,0,0,0,0,0,0,0,0,17,233,1949,257,174,33,31,29,48,11,5,61,2602,1037,914,648,146,113,95,120,50,15,23,3156,186,115,103,43,31,27,70,28,9,6,609,0,5,0,0,0,0,0,0,0,0,11,1225,1029,755,187,146,123,189,75,27,29,3773,10,3,0,0,0,0,0,0,0,34,41,3178,1294,922,216,176,155,238,84,31,132,6423
POA3156,0,0,0,3,3,785,20,12,0,0,3,12,4,0,23,862,165,4,0,0,0,0,0,0,0,8,177,76,0,0,0,0,0,0,0,0,0,81,31,5,4,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,114,5,4,0,0,0,0,0,0,3,124,0,0,0,0,0,0,0,0,0,0,0,277,9,5,0,0,0,0,0,0,13,300,3398,393,273,51,40,27,23,10,6,85,4310,1949,1100,810,125,131,89,114,37,10,39,4389,256,96,161,28,29,15,64,19,0,15,680,4,0,0,0,0,0,0,0,0,5,16,2209,1200,970,155,156,105,170,58,12,55,5084,6,0,4,0,0,0,0,0,0,7,8,5606,1594,1239,206,204,135,200,64,17,146,9408
POA3158,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,87,18,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,25,642,116,69,12,10,0,0,0,0,18,864,132,51,48,8,12,7,4,5,0,4,280,3,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,135,52,55,11,12,7,4,5,0,3,292,0,0,0,0,0,0,0,0,0,0,0,782,169,121,23,21,12,3,3,0,28,1155
POA3159,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,14,249,41,14,0,0,3,0,0,0,13,323,52,13,11,0,0,3,0,0,0,0,84,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,13,11,0,0,3,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,304,55,28,0,0,7,0,0,0,10,413
POA3160,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,130,25,0,0,0,0,0,0,0,0,0,25,12,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,36,889,170,112,19,13,7,18,0,0,16,1255,181,64,44,7,10,6,0,3,0,5,311,8,7,0,0,0,0,3,6,0,3,27,0,0,0,0,0,0,0,0,0,0,0,187,70,42,4,9,6,10,8,0,5,331,0,0,0,0,0,0,0,0,0,0,0,1074,244,154,24,21,17,27,11,3,25,1586
POA3161,0,0,0,0,0,453,10,5,0,0,0,0,0,0,11,477,210,3,0,0,0,0,0,0,0,8,224,85,0,0,0,0,0,0,0,0,0,87,34,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,331,3,0,0,0,0,0,0,0,11,351,1951,270,248,63,62,74,64,55,21,40,2844,1104,303,507,144,199,222,304,103,31,37,2956,139,10,28,15,20,24,46,23,9,20,335,0,0,0,0,0,0,0,0,0,0,10,1241,312,538,164,216,249,351,131,41,54,3296,0,0,0,0,0,0,0,0,0,4,9,3201,580,792,220,277,324,410,186,66,96,6152
POA3162,0,0,0,0,0,599,23,5,0,0,0,3,0,0,22,649,122,4,0,0,0,0,0,0,0,23,149,137,0,0,0,0,0,0,0,0,19,165,96,0,0,0,0,0,0,0,0,44,145,0,0,0,0,0,0,0,0,0,3,7,233,0,0,0,0,0,0,0,0,61,307,0,0,0,0,0,0,0,0,0,0,3,359,6,0,0,0,0,0,0,0,85,453,2404,341,240,62,60,62,78,40,17,78,3391,1713,330,310,97,88,123,164,34,23,58,2947,278,37,28,17,7,17,33,19,20,61,512,10,0,3,0,0,0,0,0,0,3,14,2000,366,344,110,94,142,193,54,41,124,3472,3,0,0,0,0,0,0,0,0,3,9,4407,710,583,178,159,208,274,90,58,209,6865
POA3163,0,0,0,0,0,804,15,17,0,0,0,7,0,0,33,873,92,0,0,0,0,0,0,0,0,12,107,103,0,0,0,0,0,0,0,0,10,111,136,0,5,0,0,0,0,0,0,20,161,0,0,0,0,0,0,0,0,0,19,18,239,0,5,0,0,0,0,0,0,45,294,0,0,0,0,0,0,0,0,0,0,0,334,4,5,0,0,0,0,0,0,58,397,2464,507,439,127,134,169,122,50,20,78,4114,2525,1260,1455,488,651,746,771,207,57,95,8260,612,99,143,44,50,64,102,46,17,69,1240,0,0,0,0,0,7,0,0,0,23,34,3141,1356,1596,535,699,815,876,252,80,179,9535,5,0,5,0,3,3,0,0,0,12,30,5609,1865,2033,664,845,985,997,302,102,270,13673
POA3165,0,0,0,0,3,803,16,11,0,4,4,0,0,0,26,875,97,0,0,0,0,0,0,0,0,11,106,129,0,0,0,0,0,0,0,0,4,132,116,5,3,0,0,0,0,0,0,6,128,0,0,0,0,0,0,0,0,0,0,0,248,5,3,0,0,0,0,0,0,10,262,0,0,0,0,0,0,0,0,0,4,4,342,5,0,0,0,0,0,0,0,23,374,2410,496,400,66,69,67,89,38,6,61,3706,2916,1159,902,208,208,188,183,50,28,65,5918,555,105,127,27,24,44,63,29,17,26,1022,5,4,0,0,0,0,0,0,0,0,12,3476,1271,1028,244,231,233,252,75,46,92,6946,0,0,0,0,0,3,0,0,0,8,15,5886,1760,1433,306,308,303,337,115,54,163,10668
POA3166,0,0,0,3,6,912,19,15,5,0,0,7,5,0,22,976,68,0,0,0,0,0,0,0,0,0,73,139,0,0,0,0,0,0,0,0,4,145,250,3,0,0,0,0,0,0,0,7,261,0,0,0,0,0,0,0,0,0,0,0,399,3,0,0,0,0,0,0,0,11,413,0,0,0,0,0,0,0,0,0,0,3,469,4,0,0,0,0,0,0,0,17,484,1563,259,210,50,59,81,86,37,6,42,2390,2523,967,1025,322,332,415,391,138,31,87,6245,988,107,132,40,39,52,73,42,6,31,1513,6,0,3,0,0,0,0,0,0,4,15,3513,1073,1160,361,372,474,469,184,32,125,7774,0,0,0,0,0,0,0,0,0,12,18,5077,1334,1375,413,433,553,560,219,39,180,10180
POA3167,0,0,0,0,0,437,4,3,6,0,0,4,0,0,12,460,41,0,0,0,0,0,0,0,0,6,51,48,0,0,0,0,0,0,0,0,0,51,65,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,153,3,0,0,0,0,0,0,0,12,170,722,88,82,8,13,22,21,0,8,23,978,1354,492,426,90,120,158,117,32,5,26,2828,422,45,54,10,16,29,39,15,7,16,667,0,0,0,0,0,0,0,0,0,0,3,1774,535,487,102,139,185,158,49,15,44,3495,5,0,0,0,0,0,0,0,0,6,5,2496,621,568,115,152,213,171,55,20,73,4482
POA3168,0,0,0,5,3,449,18,4,4,4,0,3,0,0,45,526,62,0,0,0,0,0,0,0,0,12,79,71,0,0,0,0,0,0,0,0,5,77,102,5,3,0,0,0,0,0,0,35,145,5,0,0,0,0,0,0,0,0,16,17,175,6,3,0,0,0,0,0,0,55,240,3,0,0,0,0,0,0,0,0,12,14,241,5,3,0,0,0,0,0,0,75,331,806,254,235,90,121,164,196,106,13,70,2049,1678,1176,1612,742,985,1401,1754,742,122,150,10371,521,138,210,82,123,153,247,77,17,75,1641,6,4,0,0,3,0,5,0,0,37,53,2198,1315,1827,824,1109,1558,2002,823,148,259,12063,4,0,0,0,0,4,4,3,0,37,52,3012,1573,2056,913,1230,1722,2211,932,159,359,14160
POA3169,0,0,0,6,4,1031,15,12,3,3,0,4,0,6,58,1131,52,0,0,0,0,0,0,0,0,0,53,105,0,0,0,0,0,0,0,0,28,142,197,0,0,0,0,0,0,0,0,51,251,0,0,0,0,0,0,0,0,0,16,16,305,3,0,0,0,0,0,0,0,96,409,0,0,0,0,0,0,0,0,0,4,3,357,3,0,0,0,0,0,0,0,102,469,1271,209,167,64,60,52,78,19,7,43,1964,3219,1230,1124,353,447,571,584,157,29,149,7872,1438,164,201,57,89,106,137,44,8,130,2377,10,0,0,0,0,0,0,0,0,28,45,4664,1394,1325,411,534,678,730,206,42,312,10294,4,0,0,0,0,0,0,0,0,22,37,5945,1608,1496,473,593,731,802,227,47,374,12291
POA3170,0,0,0,3,7,786,14,21,0,4,6,4,3,0,21,859,88,0,0,0,0,0,0,0,0,3,94,129,3,0,0,0,0,0,0,0,0,139,89,4,0,3,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,4,228,5,5,5,0,0,0,0,0,3,239,0,0,0,0,0,0,0,0,0,0,0,319,5,4,5,0,0,0,0,0,8,335,1361,240,185,36,37,26,29,13,7,35,1975,3057,1227,773,181,208,186,217,57,14,89,6009,667,151,163,31,36,32,47,40,0,35,1199,13,0,3,0,0,0,0,0,0,4,24,3738,1381,940,212,242,212,270,99,13,119,7234,3,3,0,0,0,0,0,0,0,13,19,5108,1626,1128,249,277,241,300,113,22,172,9231
POA3171,0,0,0,5,5,835,40,17,0,4,0,4,0,0,28,928,46,0,0,0,0,0,0,0,0,12,58,89,5,0,0,0,0,0,0,0,10,107,262,7,12,0,0,0,0,0,0,8,293,0,0,0,0,0,0,0,0,0,0,0,351,8,12,0,0,0,0,0,0,21,394,0,0,0,0,0,0,0,0,0,0,0,402,8,12,0,0,0,0,0,0,36,461,696,130,137,35,51,41,66,23,5,53,1245,3163,1237,1372,408,509,628,607,180,16,190,8313,2602,576,679,176,210,253,257,89,29,184,5060,20,4,5,0,0,6,4,0,0,6,48,5785,1816,2061,589,717,885,877,271,43,381,13422,3,0,3,0,4,0,0,0,0,27,45,6484,1948,2201,627,777,925,946,300,50,456,14704
POA3172,0,0,0,0,4,693,24,22,3,3,0,11,3,0,24,776,79,3,0,0,0,0,0,0,0,7,87,43,0,0,0,0,0,0,0,0,4,42,130,0,3,0,0,0,0,0,0,11,145,0,0,0,0,0,0,0,0,0,0,0,173,0,3,0,0,0,0,0,0,16,194,0,0,0,0,0,0,0,0,0,3,3,252,3,3,0,0,0,0,0,0,22,286,1582,210,160,32,19,25,14,9,0,48,2093,2780,759,672,182,184,222,182,51,10,103,5157,1772,338,401,98,87,142,129,61,16,113,3163,12,0,0,0,0,0,0,0,0,0,14,4567,1100,1080,290,273,363,313,120,31,220,8341,3,0,0,0,0,0,0,0,0,13,24,6148,1311,1237,325,292,394,330,129,29,277,10458
POA3173,0,0,0,7,7,796,43,28,3,0,0,14,11,0,19,909,89,0,0,0,0,0,0,0,0,11,99,82,3,0,0,0,0,0,0,0,0,85,113,6,0,0,0,3,0,0,0,4,127,0,0,0,0,0,0,0,0,0,0,0,197,10,0,0,0,3,0,0,0,3,215,4,0,0,0,0,0,0,0,0,0,4,282,10,5,0,0,3,0,0,0,17,319,2036,325,224,49,38,29,60,18,3,74,2848,5054,1982,1250,329,274,369,300,87,23,138,9808,1920,475,461,104,86,121,159,77,16,102,3527,9,5,0,0,0,0,3,0,0,4,22,6976,2459,1719,439,361,496,457,165,40,244,13352,10,0,0,0,0,0,0,0,0,11,24,9020,2783,1949,485,401,523,517,181,41,329,16230
