POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA3141,46,0,0,0,46,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,125,29,0,0,161,0,0,0,161,3,0,165,32,6,4,0,40,0,0,0,40,3,0,41,24,5,0,0,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,11,4,0,75,0,0,0,75,9,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,4,0,75,0,0,0,75,9,0,77,23,4,0,0,24,0,0,0,24,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,76,15,4,0,96,0,0,0,96,5,0,99,48,0,3,0,54,6,0,6,60,3,0,64,32,6,0,0,42,0,0,0,40,4,0,42
POA3142,57,0,0,0,58,15,0,76,0,0,0,0,0,0,0,0,0,0,0,4,155,20,6,8,189,3,0,3,187,24,0,214,38,3,0,0,41,0,0,0,41,0,0,41,35,11,0,0,45,0,0,0,45,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,0,87,0,0,0,90,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,79,9,0,0,91,0,0,0,91,0,0,98,40,17,0,3,56,0,0,0,56,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,118,29,0,3,145,0,0,0,147,15,0,166,58,8,0,0,72,0,0,0,73,3,0,73,66,6,0,0,71,0,0,0,71,0,0,75
POA3143,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,126,11,0,0,134,0,0,3,137,9,0,149,46,0,0,0,47,0,0,0,47,0,0,47,32,0,0,0,34,0,0,0,34,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8,0,0,82,0,0,0,79,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,3,0,0,3,80,8,0,0,86,0,3,3,90,0,0,89,24,3,0,0,33,4,0,4,31,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,107,5,0,0,117,4,3,3,120,3,0,118,45,0,0,0,43,0,0,0,43,0,0,47,37,3,0,0,42,0,0,0,38,3,0,43
POA3144,61,0,0,0,57,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,262,21,3,0,290,7,0,8,302,9,3,312,70,9,0,0,77,4,0,4,83,8,0,93,65,7,0,0,77,0,0,0,71,0,0,78,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,142,16,0,0,162,4,0,4,167,8,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,16,0,0,160,4,0,4,168,8,0,170,35,4,0,0,45,0,0,0,45,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,177,26,0,0,202,4,0,4,209,11,3,215,87,18,0,0,106,3,0,0,107,3,0,114,95,9,0,0,100,0,0,3,101,0,0,104
POA3145,101,0,0,0,101,5,0,102,0,0,0,0,0,0,0,0,0,0,0,0,587,57,14,3,659,7,0,15,673,16,0,695,165,9,0,0,176,5,0,5,183,7,0,186,153,15,4,0,176,5,4,4,176,0,0,181,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,319,33,6,0,357,5,4,8,365,0,0,371,3,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,12,0,0,0,12,0,0,12,323,32,6,0,367,5,4,8,378,0,0,382,63,5,0,0,70,4,0,4,71,8,0,79,0,0,0,0,0,0,0,0,0,0,0,0,392,39,6,4,435,9,4,14,451,11,0,459,240,15,0,0,258,6,0,6,260,11,0,267,243,25,0,0,271,5,0,4,273,7,0,283
POA3146,128,5,0,4,131,12,0,139,0,0,0,0,0,0,0,0,0,0,0,0,751,79,10,6,843,20,4,24,868,45,4,913,236,14,0,0,255,0,0,3,260,0,0,260,172,23,0,0,191,3,0,3,199,7,0,206,18,0,0,0,18,0,0,0,18,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,424,42,3,6,469,8,3,6,479,15,0,487,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,8,0,0,4,7,0,0,0,5,0,0,0,5,0,0,11,428,42,3,7,478,8,3,6,485,11,0,502,79,8,0,0,85,0,0,0,89,10,0,98,0,0,0,0,0,0,0,0,0,0,0,4,504,44,3,7,560,11,3,11,574,24,0,603,295,29,3,0,327,7,0,7,335,19,0,353,287,25,0,3,316,5,0,4,321,14,0,334
POA3147,65,7,0,7,70,9,0,81,0,0,0,0,0,0,0,0,0,0,0,0,408,53,12,0,468,12,0,12,482,21,0,504,129,11,5,0,140,3,0,3,140,9,0,150,105,9,0,0,117,0,0,0,118,0,0,117,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,238,19,3,0,263,6,0,6,267,12,0,273,7,0,0,0,7,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4,11,0,0,0,10,0,0,0,10,0,0,10,244,21,3,0,269,6,0,6,274,12,0,284,21,5,0,0,32,0,0,0,32,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,268,27,3,0,299,6,0,6,306,15,0,320,172,14,0,0,186,3,0,3,188,8,0,202,153,24,0,0,173,4,0,4,184,0,0,186
POA3148,26,0,0,0,26,3,0,34,0,0,0,0,0,0,0,0,0,0,0,6,178,16,6,0,198,3,0,3,199,14,4,217,40,0,0,0,37,0,0,0,41,0,0,42,32,7,0,0,42,0,0,0,42,7,0,45,5,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,72,10,6,0,85,0,0,0,87,6,0,91,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,4,0,0,7,74,11,6,0,90,0,0,0,90,8,0,99,13,6,3,0,21,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,88,14,3,0,108,0,0,3,108,9,0,119,47,6,4,0,58,0,0,0,59,4,0,65,40,9,0,0,52,0,0,0,51,0,0,55
POA3149,148,10,0,9,154,19,0,175,0,0,0,5,5,0,0,0,5,0,6,3,917,112,11,16,1053,20,4,21,1076,54,4,1139,246,41,0,0,284,6,5,13,299,15,0,312,224,46,5,0,272,0,0,4,273,6,0,285,7,5,5,0,15,0,0,0,15,0,0,15,3,0,0,0,7,0,0,0,7,0,0,7,481,88,3,0,576,9,3,19,593,29,0,623,4,0,0,0,5,4,0,4,10,0,0,10,12,0,0,0,12,0,0,0,12,0,0,12,19,0,0,0,18,4,0,4,20,0,0,20,496,88,5,0,595,9,3,17,609,29,0,639,88,16,4,3,113,0,0,0,112,14,0,124,0,0,0,0,0,0,0,0,0,0,0,0,586,105,12,3,707,9,4,19,723,42,0,767,360,46,6,0,411,14,3,17,426,18,0,446,296,54,3,0,357,3,0,3,362,10,0,373
POA3150,311,5,3,3,318,71,0,394,5,0,0,0,5,0,0,0,5,0,4,11,1519,254,30,24,1825,22,18,40,1863,146,10,2023,450,57,5,4,518,8,3,15,537,12,0,549,311,79,4,0,400,4,3,5,399,21,0,425,16,0,5,0,19,0,0,0,19,0,0,27,3,0,0,3,10,0,0,4,9,0,0,11,786,141,12,11,947,10,7,18,967,42,5,1011,9,6,0,0,17,0,0,0,17,5,0,24,18,3,0,0,24,4,0,4,26,3,0,34,30,11,0,0,37,8,0,8,46,8,0,55,812,151,12,11,991,18,7,22,1012,47,5,1061,146,33,3,3,187,5,4,6,190,40,0,239,0,0,0,0,3,0,0,0,3,0,4,8,965,177,15,11,1178,23,9,32,1208,89,9,1302,604,68,10,3,682,13,3,14,700,33,0,737,459,107,8,0,573,7,4,9,585,28,0,615
POA3151,44,5,0,5,46,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,182,29,4,0,210,3,0,3,220,16,0,231,49,8,0,0,62,0,0,0,58,4,0,66,44,13,0,0,61,0,0,0,65,4,0,65,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,98,20,3,0,126,0,0,0,128,8,0,137,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,5,4,0,0,0,7,0,0,0,8,0,0,9,102,24,3,0,131,3,0,3,134,10,0,143,17,4,0,0,17,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,119,23,3,0,149,3,0,3,152,11,0,165,50,10,0,0,63,0,0,0,63,6,0,66,66,9,3,0,83,0,0,0,84,0,0,85
POA3152,160,0,0,0,162,25,0,189,0,0,0,6,6,0,0,0,6,0,4,11,774,122,15,19,926,9,5,14,943,55,8,1002,181,19,0,0,201,4,5,6,211,8,0,224,220,45,5,0,262,3,3,4,267,6,0,274,8,0,0,0,10,0,0,0,7,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,410,64,4,3,480,6,7,11,494,17,0,510,4,0,0,0,6,0,0,0,6,0,0,6,9,4,0,0,12,0,0,0,8,0,0,13,12,3,0,0,17,0,0,0,20,0,0,20,418,66,4,3,497,10,7,17,512,13,0,524,79,12,0,0,99,0,0,0,104,22,0,125,0,0,0,0,0,0,0,0,0,0,0,0,507,82,3,8,596,8,7,16,613,38,0,649,267,36,0,0,305,4,0,4,306,3,0,312,270,59,3,0,328,3,4,4,339,15,0,351
POA3153,68,0,0,0,71,9,0,83,0,0,0,0,6,0,0,0,6,0,0,5,389,56,13,6,457,4,0,4,463,26,3,496,74,7,5,0,81,0,0,0,81,8,0,92,102,10,0,0,116,0,0,0,116,4,0,122,4,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,181,23,3,0,211,0,0,0,211,9,0,229,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,0,0,0,3,0,0,3,189,22,3,0,216,0,0,0,216,9,0,233,34,5,0,0,44,0,0,0,44,16,0,53,0,0,0,0,0,0,0,0,0,0,0,0,217,27,3,5,257,0,0,0,257,30,4,281,100,16,0,0,123,0,0,0,123,3,0,125,128,15,4,0,149,0,0,0,152,4,0,160
POA3154,25,0,0,0,25,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,108,13,0,0,123,0,0,0,123,16,0,139,32,3,0,0,34,0,0,0,34,0,0,31,42,0,0,0,45,0,0,0,45,0,0,47,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,77,0,0,0,77,5,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,79,0,0,0,79,5,0,82,11,3,0,0,14,0,0,0,14,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,85,9,0,0,97,0,0,0,97,9,0,105,49,5,0,0,55,0,0,0,55,0,0,54,33,4,0,0,37,0,0,0,37,3,0,40
POA3155,71,0,0,0,74,14,0,88,0,0,0,0,0,0,0,0,0,0,0,0,393,62,3,6,474,5,3,10,478,28,0,513,95,20,0,0,115,3,0,3,118,8,0,127,109,19,8,0,138,0,0,4,137,17,0,154,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,5,0,0,5,209,41,9,0,259,5,0,4,263,19,0,281,5,0,0,0,5,0,0,0,5,0,0,3,5,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,12,0,0,0,12,0,0,11,219,39,9,0,269,5,0,4,273,22,0,295,26,5,4,0,35,0,0,0,36,12,0,50,0,0,0,0,0,0,0,0,0,0,4,4,246,42,11,0,303,0,0,6,312,34,4,350,110,15,3,0,125,0,0,0,123,4,0,133,137,18,3,0,168,3,0,9,170,0,0,170
POA3156,139,4,3,9,149,18,0,164,3,0,0,4,9,0,0,0,9,0,0,9,880,97,19,11,1005,16,5,16,1025,33,3,1061,195,26,3,0,221,3,0,3,223,7,0,233,276,27,4,0,317,0,0,0,315,11,0,329,7,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,5,0,0,0,5,0,0,5,484,52,7,6,547,5,0,5,556,17,0,577,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,9,0,0,0,9,0,0,9,489,55,9,6,559,5,0,5,566,17,0,588,60,10,0,0,73,0,0,0,73,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,549,61,11,6,635,5,0,5,645,33,0,677,283,28,5,0,308,5,0,6,320,11,4,339,371,42,8,3,418,9,0,9,426,20,0,445
POA3158,23,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,190,26,0,0,218,0,4,6,221,9,0,233,43,5,0,0,48,0,0,0,49,3,0,52,56,5,4,0,71,0,0,0,72,0,0,73,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,109,16,4,0,127,0,0,3,128,6,0,137,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,109,16,4,0,129,0,0,3,130,6,0,138,12,4,0,0,16,0,0,0,16,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,122,20,4,3,144,0,0,3,143,7,0,153,50,10,0,0,65,0,0,3,69,0,0,69,62,7,3,4,77,0,0,0,78,0,0,82
POA3159,10,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,0,73,0,0,0,73,4,0,78,20,0,0,0,17,0,0,0,23,0,0,22,23,3,0,0,32,0,0,0,32,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,0,52,0,0,0,54,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,51,0,0,0,55,4,0,58,5,0,0,0,5,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,57,6,0,0,61,0,0,0,60,7,0,71,21,0,0,0,22,0,0,0,22,8,0,34,15,3,0,0,22,0,0,0,22,0,0,26
POA3160,36,0,0,0,36,0,0,41,5,0,0,0,5,0,0,0,5,0,0,3,237,37,4,0,281,4,0,4,281,7,0,290,52,7,0,0,60,3,0,3,62,3,0,66,80,11,5,0,92,0,0,0,92,0,0,96,7,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,139,18,3,0,166,3,0,3,167,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,18,3,0,163,3,0,3,165,4,0,170,20,0,0,0,21,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,155,25,3,0,184,3,0,3,183,8,0,195,55,10,0,0,71,0,0,0,76,6,0,77,90,19,0,0,110,3,0,3,111,0,0,111
POA3161,66,0,0,0,69,3,0,72,0,0,0,0,0,0,0,0,0,0,4,3,361,52,3,5,418,3,0,6,424,17,3,444,77,5,0,3,83,0,0,0,88,0,0,92,118,12,0,0,132,0,0,0,137,0,0,138,0,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,4,0,0,4,202,24,0,0,225,5,0,5,232,3,0,239,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,6,0,0,6,208,24,0,0,229,5,0,5,238,3,0,240,45,4,0,4,48,0,0,0,53,0,0,54,0,0,0,0,3,0,0,0,3,0,0,3,256,27,0,8,287,5,0,3,288,3,0,296,97,14,0,0,111,4,0,4,115,7,0,121,156,30,0,0,188,0,0,0,188,3,0,198
POA3162,55,0,0,0,58,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,444,60,8,4,515,7,5,9,521,19,0,543,106,27,0,0,137,0,0,0,139,3,0,141,130,12,0,0,145,0,0,0,145,5,0,153,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,236,49,0,3,285,0,0,0,291,11,0,297,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,239,46,0,3,287,0,0,0,291,11,0,302,28,0,0,0,32,0,0,0,37,7,0,42,0,0,0,0,0,0,0,0,0,0,0,0,265,53,3,3,323,3,0,3,324,13,0,345,171,27,0,0,201,5,0,5,202,4,0,208,149,28,6,0,177,8,0,8,184,4,0,192
POA3163,82,3,0,3,90,3,0,94,0,0,0,3,3,0,0,0,3,0,0,8,598,65,14,13,694,8,0,11,699,23,5,731,176,14,3,0,189,5,0,5,196,12,0,205,143,21,0,0,173,0,0,0,170,3,0,176,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,318,35,4,5,364,5,0,3,365,15,0,387,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,8,0,0,0,8,0,0,8,332,35,4,5,368,5,0,3,376,15,0,393,49,10,0,0,57,4,0,4,64,3,0,65,0,0,0,5,5,0,0,0,5,0,0,5,377,44,9,4,435,6,0,4,440,16,0,458,219,15,5,0,235,5,4,5,243,15,0,259,204,37,4,3,241,0,0,0,241,6,0,244
POA3165,118,4,0,4,115,15,0,134,4,0,0,0,4,0,0,0,4,0,0,4,903,97,16,8,1023,25,3,24,1052,54,0,1100,259,26,8,0,286,6,4,7,293,13,0,313,234,29,0,0,266,0,0,4,274,3,0,276,7,4,0,0,7,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,500,56,11,0,572,10,8,10,581,23,0,602,6,0,0,0,6,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,8,0,0,9,506,56,11,0,577,10,8,11,585,21,0,609,56,11,0,3,72,0,0,0,72,3,0,79,4,0,0,0,4,0,0,0,4,0,0,7,565,68,9,10,650,10,8,11,665,24,0,690,343,39,3,0,384,9,0,8,395,24,0,418,272,38,3,0,313,3,0,11,323,16,0,338
POA3166,75,0,3,0,81,8,0,87,0,0,0,0,0,0,0,0,0,0,0,0,478,76,10,5,567,9,3,13,580,28,0,605,131,16,0,0,144,0,0,0,151,0,0,153,115,22,0,0,131,0,0,0,131,5,0,146,8,0,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,249,32,4,0,291,0,0,0,292,13,0,301,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,8,0,0,0,3,0,0,3,251,39,4,0,295,0,0,0,299,13,0,313,39,10,0,0,45,3,0,4,48,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,289,46,4,0,336,8,3,9,344,17,4,362,176,22,0,0,201,3,0,3,206,11,0,220,149,21,0,0,165,4,0,5,172,12,0,180
POA3167,31,0,0,0,31,3,0,40,0,0,0,0,4,0,0,0,4,0,0,3,210,32,3,0,245,0,0,0,246,8,0,258,39,11,0,0,49,0,0,0,49,6,0,52,50,9,0,0,59,0,0,0,58,0,0,56,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,94,21,0,0,114,0,0,0,113,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,20,0,0,115,0,0,0,116,3,0,117,19,3,0,0,27,0,0,0,27,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,111,24,0,0,141,0,0,0,138,14,0,149,63,11,0,0,76,3,0,5,81,6,0,86,61,14,3,0,76,0,0,0,76,0,0,77
