POA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
POA3148,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,92,14,6,0,112,0,0,5,114,7,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,6,0,112,0,0,5,114,7,0,122,10,4,0,0,13,0,0,0,12,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,100,19,6,0,126,0,0,0,126,13,0,135,39,4,0,0,41,0,0,0,41,3,0,38,30,0,0,0,34,0,0,0,34,0,0,36,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,62,5,5,0,78,0,0,0,78,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3149,11,0,0,0,15,0,0,0,13,0,0,14,0,0,0,4,4,0,0,0,4,0,0,5,660,104,13,8,783,16,5,18,800,31,3,837,7,0,0,0,7,3,0,3,10,0,0,10,10,0,0,0,13,0,0,0,13,0,0,13,16,0,0,0,23,3,0,3,24,0,0,24,680,109,13,8,805,23,5,23,830,31,3,863,110,22,0,0,132,0,0,0,134,22,0,154,0,0,0,4,4,0,0,0,4,0,0,4,785,130,13,9,933,22,4,28,963,56,3,1021,232,25,8,0,266,11,3,13,279,24,0,304,197,31,3,0,228,0,0,3,232,14,0,247,4,3,0,0,7,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,7,438,59,12,3,506,13,5,12,522,37,0,560,4,0,0,0,4,0,0,0,4,3,0,8,9,0,0,0,7,0,0,0
POA3150,21,0,8,0,26,0,0,0,30,3,0,32,3,0,0,3,7,0,0,0,7,0,0,13,1088,171,21,8,1293,17,5,27,1318,72,0,1393,21,0,0,0,27,0,0,0,24,0,0,27,17,3,0,0,30,3,0,4,30,5,0,34,45,10,0,0,47,3,0,4,54,11,0,62,1129,182,21,8,1341,24,6,28,1370,77,0,1453,175,45,0,0,220,5,0,5,230,54,0,287,0,0,0,0,0,0,0,0,0,0,3,3,1304,227,29,6,1566,26,9,37,1600,136,3,1738,395,39,14,0,448,8,0,11,458,26,0,480,330,94,0,5,422,5,0,3,428,29,0,453,5,0,4,0,11,0,0,0,11,0,0,12,0,0,0,6,9,0,0,0,9,0,0,9,735,133,14,11,887,8,5,9,899,54,0,954,13,4,0,0,18,0,0,8,21,0,0,21,5,3,0,0,7,0,0,0
POA3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,19,0,0,142,0,0,0,146,8,0,151,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,6,0,0,0,8,0,0,8,3,3,0,0,5,3,0,0,9,0,0,9,132,13,0,0,151,5,0,3,154,8,0,159,26,9,0,0,37,3,0,3,38,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,152,29,0,0,186,3,0,7,189,17,0,208,41,0,0,0,50,0,0,0,47,4,0,55,46,9,0,0,54,0,0,0,53,6,0,57,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,93,11,0,0,108,0,0,0,109,10,0,115,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
POA3152,9,0,0,0,9,0,0,0,8,0,0,10,0,0,0,4,4,0,0,0,4,0,0,4,536,98,6,4,651,7,4,14,661,22,0,679,0,3,0,0,3,0,0,0,6,0,0,6,13,0,0,0,15,0,0,0,13,0,0,13,11,5,0,0,17,0,0,0,24,0,0,24,551,98,6,4,666,8,4,14,681,22,0,700,94,17,0,4,107,0,0,0,114,23,0,134,0,0,0,0,0,0,0,0,0,0,0,0,643,119,6,12,778,9,4,17,790,38,0,832,193,23,4,4,215,6,3,6,224,10,0,238,180,33,0,0,222,3,5,6,222,9,0,236,8,3,0,0,12,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,387,56,8,4,453,7,9,14,465,27,0,489,4,0,0,0,4,0,0,0,4,0,0,4,5,3,0,0,11,0,0,0
POA3153,3,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,6,0,0,0,6,0,0,5,236,36,6,0,285,4,0,4,286,12,0,296,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,5,3,0,3,8,0,0,8,247,39,6,0,287,9,0,9,294,12,0,304,37,10,0,0,45,0,0,0,45,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,278,47,6,4,335,9,0,9,342,18,0,364,45,4,0,0,50,0,0,0,50,3,0,51,68,10,3,0,73,0,0,0,79,0,0,83,7,0,0,0,6,0,0,0,10,0,0,6,0,0,0,4,0,0,0,0,0,0,0,6,113,11,3,4,131,0,0,3,134,4,0,145,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA3154,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,84,10,0,0,100,0,0,0,100,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,10,0,0,100,0,0,0,100,5,0,101,14,6,0,0,14,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,97,15,0,0,116,0,0,0,115,4,0,120,8,0,0,0,13,0,0,0,13,0,0,13,25,3,0,0,29,0,0,0,29,0,0,29,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,49,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3155,9,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,254,43,10,0,307,5,0,10,309,6,0,319,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,263,43,10,0,313,5,0,10,313,6,0,326,40,12,0,3,56,3,0,4,57,16,0,69,0,0,0,0,0,0,0,0,0,0,0,6,301,47,10,5,366,9,4,8,375,21,0,396,59,15,4,0,73,0,0,0,75,4,0,80,65,11,0,0,69,0,0,0,76,5,0,78,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,126,26,3,0,154,0,0,0,156,6,0,167,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,5,0,0,0
POA3156,14,4,0,0,15,0,0,0,15,0,0,19,0,0,0,6,8,0,0,0,8,0,0,8,670,66,15,10,763,12,0,17,773,37,4,813,9,0,0,0,9,0,0,0,8,0,0,8,4,4,0,0,8,0,0,0,6,3,0,8,13,4,0,0,11,5,0,5,12,0,0,18,679,69,15,10,772,15,0,15,795,40,4,830,83,16,3,0,97,0,0,0,99,24,0,127,3,0,0,0,3,0,0,0,3,0,0,3,766,87,15,15,880,17,0,20,895,62,4,960,191,25,0,0,225,4,0,4,224,6,0,231,171,26,0,0,208,0,0,0,209,4,0,214,10,0,0,0,11,0,0,0,11,0,0,11,3,0,0,3,8,0,0,0,8,0,0,8,381,55,5,7,443,4,0,4,453,18,0,463,4,0,0,0,4,0,0,0,4,0,0,7,3,0,0,0,6,0,0,0
POA3158,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,115,24,6,3,146,3,0,6,149,8,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,24,6,3,147,3,0,6,151,8,0,154,13,5,0,5,21,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,132,25,6,3,167,3,0,6,170,7,0,176,29,4,0,0,32,0,4,4,32,0,0,38,33,0,0,0,39,3,0,3,44,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,0,0,76,3,4,6,75,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,46,0,0,0,46,13,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,46,0,0,0,46,13,0,59,7,0,0,0,7,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,54,0,0,0,54,10,0,65,12,0,0,0,12,0,0,0,12,5,0,15,16,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,34,0,0,0,34,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3160,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,158,30,4,0,189,0,0,0,193,6,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,157,31,4,0,194,0,0,0,200,6,0,206,24,0,0,3,22,0,0,0,22,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,179,31,4,3,224,0,0,0,227,3,0,228,39,5,0,0,42,0,0,0,42,0,0,42,44,10,0,0,57,0,0,0,57,0,0,51,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80,19,0,0,103,0,0,0,103,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3161,0,3,0,0,9,0,0,0,9,5,0,8,3,0,0,3,8,0,0,0,8,0,0,8,260,44,3,7,312,4,0,4,315,12,0,335,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,263,44,3,7,320,4,0,4,323,12,0,337,51,3,0,0,60,0,0,0,58,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,319,52,3,7,377,3,0,3,377,23,3,400,79,9,3,0,86,6,0,4,92,0,0,90,80,23,0,0,103,0,0,0,103,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,159,28,4,6,196,6,0,4,195,3,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3162,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,326,50,3,4,390,12,0,12,400,15,0,413,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,8,0,0,0,8,0,0,5,10,0,0,0,12,0,0,0,12,0,0,15,336,50,3,4,400,12,0,12,410,12,0,420,36,9,0,0,44,0,0,0,43,10,0,52,0,0,0,0,0,0,0,0,0,0,6,6,376,55,8,4,446,11,0,11,454,20,3,478,87,6,3,0,97,0,0,0,96,5,0,106,104,18,0,0,126,0,0,0,127,4,0,130,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,193,32,4,0,225,4,0,4,230,9,0,242,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
POA3163,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,424,53,7,4,491,5,4,5,495,15,0,512,3,0,0,0,4,0,0,0,4,0,0,4,8,3,3,0,11,0,0,0,11,0,0,11,9,3,3,0,17,0,0,0,17,0,0,17,433,61,10,4,508,5,4,5,514,15,0,530,42,3,0,0,57,0,5,5,57,10,0,66,0,0,0,0,0,0,0,0,0,0,0,3,478,64,10,4,560,5,3,11,568,31,0,600,129,13,0,0,143,6,5,11,145,11,0,156,126,26,3,0,157,0,0,0,157,10,0,165,4,0,0,0,6,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,259,37,3,0,299,6,5,11,306,23,0,330,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
POA3165,11,3,3,0,15,0,0,0,15,0,0,19,3,0,0,4,7,0,0,0,7,0,0,7,626,81,5,4,724,16,3,18,739,40,0,777,8,0,0,0,8,0,0,0,9,0,0,10,4,0,0,0,5,0,0,0,5,0,0,7,12,0,0,0,13,0,0,0,15,3,0,21,640,85,9,4,737,18,3,19,754,42,0,795,75,15,0,5,90,0,0,0,92,15,0,109,5,0,0,0,4,0,0,0,4,0,0,4,711,94,15,9,827,18,3,16,844,59,0,909,188,26,3,0,223,7,0,7,229,15,0,239,146,30,3,0,181,0,0,3,186,9,0,192,5,0,5,0,7,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,351,57,13,0,415,10,0,9,422,28,0,451,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,0,0,0
POA3166,9,0,0,0,17,0,0,0,17,0,0,16,0,0,0,8,5,0,0,0,5,0,0,5,339,40,6,3,391,4,0,4,398,25,0,420,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,8,0,0,0,15,0,0,11,8,0,0,0,8,0,0,4,13,0,0,15,345,40,6,3,401,5,0,12,408,23,0,436,32,11,0,0,42,4,0,7,48,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,380,52,7,3,439,12,5,12,458,28,0,486,117,14,0,0,134,4,0,9,139,6,0,145,100,15,0,0,115,4,0,4,117,9,0,128,6,4,3,0,6,0,0,0,6,0,0,6,0,0,0,4,4,0,0,0,4,0,4,3,226,28,3,3,261,9,0,6,268,18,4,285,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
POA3167,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,129,20,5,0,160,3,0,5,165,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,20,5,0,160,3,0,5,165,4,0,167,8,7,0,0,13,0,0,0,13,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,138,29,5,0,172,3,0,5,176,14,0,191,44,9,0,0,54,3,0,3,53,0,0,58,40,7,0,0,46,0,0,0,46,3,0,42,0,3,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,83,18,3,0,101,3,0,3,105,0,0,103,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
POA3168,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,98,21,3,0,124,0,0,0,121,7,0,133,0,0,0,0,3,0,0,0,6,0,0,6,3,0,0,0,7,0,0,0,6,0,0,10,0,0,0,0,9,0,0,0,12,0,0,9,102,22,3,0,131,0,0,4,130,11,0,145,26,9,3,0,39,0,0,0,39,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,130,33,9,3,167,0,0,4,170,14,0,185,26,6,0,0,33,0,0,0,36,0,0,35,26,13,0,0,45,0,0,0,45,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,0,0,76,0,0,0,78,3,0,81,0,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,4,0,0,0
POA3169,7,0,6,0,15,0,0,0,15,4,0,13,5,0,0,0,5,0,0,0,5,0,0,5,190,30,12,0,231,5,6,4,237,16,0,257,3,0,0,0,5,0,0,0,5,0,0,4,4,0,0,0,3,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,5,0,0,10,190,31,12,0,238,3,6,5,244,15,0,268,45,9,4,0,55,0,0,0,60,23,0,83,0,0,0,3,3,0,0,0,3,0,0,3,242,45,11,9,303,5,0,13,312,37,0,349,90,8,0,0,99,0,0,0,104,11,0,113,51,18,0,0,70,0,0,0,71,9,0,74,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,29,6,0,170,0,0,5,174,17,0,191,3,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0
POA3170,13,0,0,0,12,0,0,0,12,3,0,20,0,0,0,5,5,0,0,0,5,0,0,5,276,45,11,4,331,4,0,3,335,15,0,353,6,0,0,0,6,0,0,0,6,0,0,6,4,7,0,0,9,0,0,0,9,0,0,9,6,7,0,0,6,0,0,0,6,0,0,6,280,46,12,4,339,4,0,3,341,15,0,362,46,11,8,0,68,0,0,3,72,15,0,85,0,0,0,0,3,0,0,0,3,0,0,3,327,63,16,6,414,5,3,4,416,32,0,454,110,7,4,0,124,0,0,4,130,3,0,135,83,17,0,0,104,0,0,4,105,3,0,110,3,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,193,27,5,0,231,3,3,3,239,11,0,251,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0
POA3171,0,4,0,0,9,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,131,35,5,6,180,4,0,3,184,26,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,132,35,5,10,181,4,0,3,188,26,0,212,58,12,0,0,73,3,0,3,74,61,0,132,0,0,0,0,0,0,0,0,0,0,0,3,192,50,6,8,256,3,5,10,265,82,0,348,64,10,0,0,76,3,0,4,81,11,0,93,37,25,0,0,59,0,0,0,60,14,0,71,3,0,0,0,5,0,0,0,5,0,0,4,0,0,0,6,3,0,0,0,3,0,0,4,106,34,0,3,147,7,0,3,148,25,0,178,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0
POA3172,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,7,312,59,10,7,388,4,0,3,390,29,0,418,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,10,0,0,4,13,0,0,14,7,0,0,0,10,0,0,4,13,3,0,17,319,62,10,7,397,8,0,9,403,37,0,439,66,18,5,6,90,0,0,0,97,27,0,124,0,0,0,0,0,0,0,0,0,0,6,6,383,84,10,16,490,13,0,13,501,58,4,567,91,13,4,0,113,4,0,4,112,16,0,129,75,20,4,0,91,0,0,0,94,11,0,106,8,0,0,0,10,0,0,0,10,3,0,10,0,0,0,0,0,0,0,0,0,0,0,6,180,36,7,0,218,4,0,3,218,26,0,249,3,0,0,0,3,0,0,0,6,4,0,9,7,0,0,0,8,0,0,0
POA3173,9,0,0,0,7,0,0,0,7,0,0,11,0,0,0,6,7,0,0,0,7,0,0,10,400,70,7,3,483,5,0,15,492,40,0,535,5,0,0,0,7,0,0,0,6,0,0,6,6,0,0,0,7,0,0,0,11,0,0,11,15,0,0,0,14,0,0,3,18,0,0,18,410,69,7,3,496,11,3,14,507,40,0,549,105,30,5,5,138,4,0,7,146,44,0,189,0,0,0,0,6,0,0,0,6,0,4,6,523,102,8,12,640,14,5,17,663,82,6,745,200,18,0,4,224,0,0,0,222,12,0,235,110,38,4,0,148,0,0,0,148,17,0,164,8,3,0,0,16,0,0,0,16,3,0,17,0,0,0,0,3,0,0,0,3,0,0,3,320,53,3,9,389,0,0,0,389,28,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
POA3174,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,6,8,0,0,0,8,0,0,8,282,50,11,5,353,10,0,11,364,39,0,406,4,0,0,0,8,0,0,0,12,0,0,12,6,0,0,0,6,0,0,0,11,3,0,11,9,7,0,0,13,0,0,0,20,3,0,22,289,54,16,5,367,9,0,16,378,48,0,424,120,39,0,3,166,5,5,5,175,71,0,245,0,0,0,0,0,0,0,0,0,0,0,7,413,95,11,12,530,15,6,24,552,121,0,680,95,16,0,0,115,0,0,0,114,12,0,128,61,30,3,0,95,0,0,3,93,11,0,108,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,13,0,0,0,13,0,0,13,160,41,6,10,226,0,0,0,228,27,0,250,0,0,0,0,5,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0
